bin	marker_lineage	genomes	markers	marker_sets	completeness	contamination	strain_heterogeneity	genome_size	ambiguous_bases	scaffolds	contigs	N50_scaffolds	N50_contigs	mean_scaffold_length	mean_contig_length	longest_scaffold	longest_contig	gc	gc_std_scaffolds	coding_density	translation_table	predicted_genes	0	1	2	3	4	5+
SPAdes-MetaBAT2-S2.76	root (UID1)	5656	56	24	0.00	0.00	0.00	527900	550	81	91	9585	9585	6517	5795	39622	39622	63.7	1.52	87.16	11	594	56	0	0	0	0	0
SPAdes-MetaBAT2-S2.78	k__Bacteria (UID1453)	901	171	117	96.58	0.52	50.00	1950488	1114	112	158	29089	22081	17415	12337	85280	60422	71.5	2.08	92.61	11	2014	4	165	2	0	0	0
SPAdes-MetaBAT2-S2.79	p__Euryarchaeota (UID3)	148	188	125	96.62	0.80	0.00	1533963	465	47	75	61784	32076	32637	20446	119925	98200	69.9	1.45	90.33	11	1501	9	178	1	0	0	0
SPAdes-MetaBAT2-S2.8	p__Euryarchaeota (UID3)	148	188	125	91.34	3.20	0.00	1960894	1615	209	321	13451	9947	9382	6103	52094	42040	72.3	2.05	90.18	11	2015	21	163	4	0	0	0
SPAdes-MetaBAT2-S2.80	k__Bacteria (UID1452)	924	159	107	71.42	2.80	0.00	4517237	11290	1211	1878	4352	3157	3730	2399	28303	28303	70.9	2.31	85.77	11	5262	44	112	3	0	0	0
SPAdes-MetaBAT2-S2.81	c__Gammaproteobacteria (UID4202)	67	481	276	78.35	5.24	33.33	3660103	1010	371	382	20138	19984	9865	9578	105827	105827	67.6	1.86	90.55	11	3518	123	340	18	0	0	0
SPAdes-MetaBAT2-S2.84	o__Actinomycetales (UID1663)	488	309	185	74.93	4.94	5.26	3023095	4855	625	918	6225	4747	4836	3287	26916	21882	72.4	3.58	89.87	11	3511	92	202	13	2	0	0
SPAdes-MetaBAT2-S2.85	p__Actinobacteria (UID1454)	732	200	117	64.98	4.27	0.00	2292404	5434	654	944	3942	3118	3505	2422	14371	14371	71.3	2.21	89.32	11	2810	79	116	5	0	0	0
SPAdes-MetaBAT2-S2.88	root (UID1)	5656	56	24	0.00	0.00	0.00	257265	500	32	37	10423	10423	8039	6939	25422	22746	56.3	1.39	91.25	11	214	56	0	0	0	0	0
SPAdes-MetaBAT2-S2.92	k__Bacteria (UID3187)	2258	188	117	93.96	1.45	70.00	3648649	6683	439	527	13526	11213	8311	6910	79518	41004	57.0	4.46	88.44	11	3569	25	153	10	0	0	0
SPAdes-MetaBAT2-S2.95	p__Actinobacteria (UID1454)	732	200	117	74.62	4.10	45.45	4184252	5929	1061	1315	4560	3961	3943	3177	24440	22019	70.7	3.95	87.53	11	4912	55	134	11	0	0	0
SPAdes-MetaBAT2-S2.96	p__Actinobacteria (UID1454)	732	199	116	93.74	1.72	0.00	2351290	7100	193	273	21084	13755	12182	8586	59090	59090	71.7	1.70	91.99	11	2521	12	183	4	0	0	0
SPAdes-MetaBAT2-S2.97	p__Euryarchaeota (UID3)	148	187	124	86.07	3.23	50.00	1386875	7900	128	207	16632	9953	10834	6661	122362	48765	45.2	1.70	86.96	11	1514	22	159	6	0	0	0
SPAdes-MetaBAT2-S2.98	k__Archaea (UID2)	207	148	106	41.72	0.94	0.00	1538034	2890	383	537	4736	4019	4015	2858	23195	23195	48.5	8.76	88.38	11	1839	91	56	1	0	0	0
SPAdes-MetaBAT2-S3.104	p__Actinobacteria (UID1454)	732	200	117	56.61	0.85	0.00	3199476	13069	1081	1640	3129	2496	2959	1942	12249	11921	70.2	1.84	89.52	11	4108	90	109	1	0	0	0
SPAdes-MetaBAT2-S3.108	c__Gammaproteobacteria (UID4201)	1164	275	174	10.36	0.19	0.00	897433	2192	208	309	4621	3890	4314	2897	67168	67168	54.9	9.38	88.47	11	1101	231	43	1	0	0	0
SPAdes-MetaBAT2-S3.110	k__Bacteria (UID2565)	2921	141	86	96.06	2.43	33.33	6311019	6624	373	658	27028	14831	16919	9581	82934	74438	58.1	1.95	84.07	11	4941	5	133	3	0	0	0
SPAdes-MetaBAT2-S3.113	root (UID1)	5656	56	24	0.00	0.00	0.00	317047	0	11	11	35219	35219	28822	28822	69304	69304	63.4	0.90	82.46	11	295	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.116	p__Euryarchaeota (UID3)	148	187	124	75.63	1.61	100.00	1409653	9200	156	248	12295	7327	9036	5646	44144	35896	45.1	1.84	85.44	11	1547	37	148	2	0	0	0
SPAdes-MetaBAT2-S3.117	k__Bacteria (UID203)	5449	104	58	75.86	0.00	0.00	1606020	420	30	36	128811	99636	53534	44600	283165	283165	62.7	3.17	92.45	11	1603	54	50	0	0	0	0
SPAdes-MetaBAT2-S3.119	root (UID1)	5656	56	24	0.00	0.00	0.00	494829	10	141	142	3484	3484	3509	3484	84284	84284	71.0	2.16	89.49	11	569	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.12	k__Bacteria (UID1453)	901	171	117	83.52	4.23	71.43	2113955	6830	516	605	5028	4278	4096	3482	21309	15327	70.8	1.93	90.84	11	2401	37	127	7	0	0	0
SPAdes-MetaBAT2-S3.120	root (UID1)	5656	56	24	0.00	0.00	0.00	255170	3776	135	243	1839	1429	1890	1034	3512	3185	71.0	2.06	82.90	11	416	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.121	p__Actinobacteria (UID1454)	732	199	116	94.09	13.36	5.26	3309796	2586	205	314	33633	16433	16145	10532	133244	66721	70.6	1.75	93.16	11	3613	13	167	19	0	0	0
SPAdes-MetaBAT2-S3.123	p__Euryarchaeota (UID3)	148	188	125	95.07	1.60	0.00	2041951	80	64	72	58295	54168	31905	28359	213818	142621	72.1	2.05	90.94	11	1952	9	177	2	0	0	0
SPAdes-MetaBAT2-S3.124	o__Actinomycetales (UID1696)	455	311	187	82.70	4.30	5.56	3066823	5369	611	754	6435	5416	5019	4060	34262	25317	73.9	2.38	90.60	11	3455	52	241	18	0	0	0
SPAdes-MetaBAT2-S3.127	k__Bacteria (UID1452)	924	151	101	88.28	1.98	0.00	3393727	5340	299	356	17704	15662	11350	9517	133270	133270	62.5	1.30	89.87	11	3583	19	130	2	0	0	0
SPAdes-MetaBAT2-S3.128	k__Bacteria (UID1452)	924	161	108	97.69	0.00	0.00	2425510	330	49	55	87872	73496	49500	44094	178023	158700	70.5	1.44	89.92	11	2338	3	158	0	0	0	0
SPAdes-MetaBAT2-S3.129	k__Bacteria (UID1452)	924	161	108	95.42	1.03	0.00	2351353	4751	182	272	23157	16602	12919	8627	93215	74346	63.2	1.82	93.41	11	2399	7	152	2	0	0	0
SPAdes-MetaBAT2-S3.131	k__Bacteria (UID203)	5449	104	58	74.66	26.03	65.00	5688704	1270	348	367	26664	25051	16346	15497	146122	123943	68.2	1.98	90.16	11	5274	51	35	17	1	0	0
SPAdes-MetaBAT2-S3.135	root (UID1)	5656	56	24	0.00	0.00	0.00	229626	0	15	15	19450	19450	15308	15308	81180	81180	69.8	1.15	84.80	11	248	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.136	root (UID1)	5656	56	24	0.00	0.00	0.00	938391	503	238	254	4531	4434	3942	3692	22387	16411	69.0	1.48	90.67	11	1074	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.139	k__Bacteria (UID1452)	924	151	101	93.59	1.98	0.00	4494390	1196	202	236	57205	40780	22249	19038	289066	289066	64.6	2.22	85.03	11	3995	19	130	2	0	0	0
SPAdes-MetaBAT2-S3.14	k__Bacteria (UID1453)	901	171	117	97.44	3.42	0.00	3139393	806	102	114	49703	43349	30778	27531	156156	156156	73.6	1.65	90.31	11	3021	3	163	5	0	0	0
SPAdes-MetaBAT2-S3.140	o__Actinomycetales (UID1802)	274	388	214	94.25	6.23	21.05	3505462	2800	145	173	57267	51037	24175	20246	344248	172360	72.8	2.21	91.20	11	3491	16	357	13	2	0	0
SPAdes-MetaBAT2-S3.143	p__Proteobacteria (UID3880)	1495	261	164	97.56	1.52	0.00	2170287	1500	57	72	76219	71433	38075	30122	220045	186700	65.3	1.27	92.84	11	2151	6	252	3	0	0	0
SPAdes-MetaBAT2-S3.144	k__Bacteria (UID1452)	924	161	108	94.29	0.93	0.00	2828401	8150	133	219	40644	23722	21266	12877	104382	88913	71.3	1.90	90.33	11	2776	8	152	1	0	0	0
SPAdes-MetaBAT2-S3.145	k__Bacteria (UID1453)	901	171	117	94.49	7.19	55.56	5853531	4887	382	449	32005	25366	15323	13025	117088	94928	68.2	2.28	89.81	11	5950	10	143	18	0	0	0
SPAdes-MetaBAT2-S3.149	k__Bacteria (UID1452)	924	151	101	94.96	1.98	0.00	3816692	17000	302	472	21280	11843	12638	8050	80810	54360	66.2	1.40	81.50	11	3198	6	143	2	0	0	0
SPAdes-MetaBAT2-S3.152	o__Actinomycetales (UID1696)	455	311	187	93.67	4.28	20.00	6996809	11526	872	1021	12373	10278	8023	6841	62816	51822	72.8	2.71	88.28	11	7006	23	278	10	0	0	0
SPAdes-MetaBAT2-S3.153	k__Bacteria (UID2565)	2921	141	86	95.38	7.06	14.29	5443612	7066	674	989	12020	8052	8076	5497	85885	81149	71.3	1.95	86.08	11	5043	11	116	14	0	0	0
SPAdes-MetaBAT2-S3.159	k__Bacteria (UID3187)	2258	181	110	87.70	0.91	0.00	2360456	5705	399	658	8577	5438	5915	3578	34210	25531	55.9	3.94	88.37	11	2606	29	151	1	0	0	0
SPAdes-MetaBAT2-S3.160	o__Rhodospirillales (UID3754)	63	336	201	56.48	2.99	57.14	2121884	15340	642	799	3644	2766	3305	2636	34100	34100	71.1	2.24	88.15	11	2436	129	200	7	0	0	0
SPAdes-MetaBAT2-S3.162	p__Actinobacteria (UID1454)	732	200	117	71.57	4.34	33.33	4017982	8633	983	1375	4958	3819	4087	2915	22757	19366	71.0	2.55	87.84	11	4777	60	134	6	0	0	0
SPAdes-MetaBAT2-S3.163	k__Bacteria (UID1453)	901	171	117	48.62	6.75	30.00	3253932	12767	892	1509	3970	2871	3647	2147	46536	40885	54.8	9.37	86.69	11	3951	82	79	10	0	0	0
SPAdes-MetaBAT2-S3.165	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	399277	0	120	120	3587	3587	3327	3327	9718	9718	61.7	1.37	92.08	11	422	101	3	0	0	0	0
SPAdes-MetaBAT2-S3.18	k__Bacteria (UID203)	5449	104	58	97.26	14.16	15.38	6150128	7344	844	1127	15259	13001	7286	5450	88665	65618	59.4	6.91	85.24	11	6021	3	70	27	4	0	0
SPAdes-MetaBAT2-S3.19	k__Bacteria (UID1453)	901	171	117	87.32	9.40	23.08	3966417	4681	340	446	28023	23926	11665	8882	180577	180577	72.2	3.24	92.39	11	3960	40	118	13	0	0	0
SPAdes-MetaBAT2-S3.20	k__Bacteria (UID3187)	2258	188	117	90.35	0.00	0.00	3547444	4364	445	577	12278	9270	7971	6140	62251	55646	56.8	3.53	89.12	11	3523	31	157	0	0	0	0
SPAdes-MetaBAT2-S3.22	root (UID1)	5656	56	24	8.33	4.17	0.00	1347739	11258	659	1040	1985	1671	2045	1285	5289	5245	70.7	2.32	84.40	11	1955	54	1	1	0	0	0
SPAdes-MetaBAT2-S3.23	k__Bacteria (UID3187)	2258	190	119	34.19	0.00	0.00	1284687	9776	554	974	2312	1756	2318	1308	5868	5306	63.3	1.92	86.40	11	1753	129	61	0	0	0	0
SPAdes-MetaBAT2-S3.24	k__Bacteria (UID1453)	901	171	117	96.08	0.62	66.67	2484315	8465	187	275	20606	14263	13285	9003	73397	61034	70.9	1.59	91.29	11	2444	6	162	3	0	0	0
SPAdes-MetaBAT2-S3.25	root (UID1)	5656	56	24	0.00	0.00	0.00	206180	221	31	34	9457	9457	6650	6057	25453	24986	67.5	1.47	81.41	11	256	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.26	c__Gammaproteobacteria (UID4202)	67	481	276	91.67	4.91	8.00	4133490	120	50	53	102465	101556	82669	77988	294271	294271	67.7	1.60	88.39	11	3632	30	435	13	2	1	0
SPAdes-MetaBAT2-S3.28	k__Bacteria (UID203)	5449	104	58	10.82	0.00	0.00	695454	5456	304	550	2135	1653	2287	1254	43776	43776	63.4	2.67	86.29	11	994	94	10	0	0	0	0
SPAdes-MetaBAT2-S3.29	k__Bacteria (UID203)	5449	104	58	38.92	1.72	0.00	1758629	7524	628	1011	2925	2202	2800	1732	14601	14601	70.7	2.44	89.57	11	2292	74	29	1	0	0	0
SPAdes-MetaBAT2-S3.3	p__Euryarchaeota (UID3)	148	188	125	91.99	1.64	0.00	1477404	2599	163	309	11981	7569	9063	4772	51738	30571	70.2	2.50	89.60	11	1565	15	170	3	0	0	0
SPAdes-MetaBAT2-S3.31	p__Proteobacteria (UID3880)	1495	261	164	40.06	0.00	0.00	989740	7245	381	632	2624	1967	2597	1554	8098	6113	63.7	2.56	86.87	11	1392	163	98	0	0	0	0
SPAdes-MetaBAT2-S3.32	o__Actinomycetales (UID1802)	274	388	214	49.89	1.59	40.00	1508756	5313	563	807	2650	2289	2679	1863	18198	8072	70.6	2.09	89.50	11	1970	184	199	5	0	0	0
SPAdes-MetaBAT2-S3.33	root (UID1)	5656	56	24	0.00	0.00	0.00	293516	1959	133	224	2152	1719	2206	1301	6939	3653	69.5	1.44	89.46	11	423	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.36	p__Proteobacteria (UID3880)	1495	261	164	90.85	2.13	50.00	2391340	2400	100	124	47714	38338	23913	19265	198396	155935	61.7	2.00	89.56	11	2511	22	235	4	0	0	0
SPAdes-MetaBAT2-S3.37	k__Bacteria (UID203)	5449	103	57	7.50	0.00	0.00	1446123	10272	640	1021	2182	1816	2259	1406	6542	6073	62.1	1.81	87.48	11	1795	95	8	0	0	0	0
SPAdes-MetaBAT2-S3.38	k__Bacteria (UID203)	5449	103	57	13.99	0.00	0.00	1087835	8709	513	859	2048	1673	2120	1256	22268	12160	61.4	1.98	85.85	11	1399	91	12	0	0	0	0
SPAdes-MetaBAT2-S3.39	root (UID1)	5656	56	24	0.00	0.00	0.00	268388	0	12	12	48436	48436	22365	22365	80487	80487	56.5	0.96	88.35	11	268	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.42	k__Bacteria (UID3187)	2258	188	117	95.13	0.00	0.00	2395842	434	36	42	110026	110026	66551	57033	270010	270010	60.1	1.04	90.18	11	2066	44	144	0	0	0	0
SPAdes-MetaBAT2-S3.45	root (UID1)	5656	56	24	0.00	0.00	0.00	201375	305	31	54	6825	5069	6495	3723	30104	18234	66.4	1.69	86.99	11	223	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.46	k__Bacteria (UID1452)	924	151	101	34.52	4.16	0.00	1806546	12292	743	1289	2425	1866	2431	1391	10844	10532	65.7	2.14	83.02	11	2257	97	49	5	0	0	0
SPAdes-MetaBAT2-S3.47	k__Bacteria (UID1453)	901	171	117	95.29	2.14	0.00	3293255	4302	238	386	23087	14010	13837	8520	62151	50346	71.9	2.21	88.10	11	3219	9	159	3	0	0	0
SPAdes-MetaBAT2-S3.50	c__Gammaproteobacteria (UID4202)	67	481	276	84.47	2.58	7.69	3651809	1200	324	336	22569	21764	11271	10864	115171	115171	67.6	1.85	90.34	11	3475	77	391	13	0	0	0
SPAdes-MetaBAT2-S3.56	k__Bacteria (UID1452)	924	159	107	92.32	4.21	20.00	4622752	14794	934	1695	6320	3740	4949	2718	39207	29441	71.0	2.23	85.09	11	5117	10	144	5	0	0	0
SPAdes-MetaBAT2-S3.57	p__Euryarchaeota (UID3)	148	188	125	97.34	1.60	0.00	1952811	1900	91	110	34169	26399	21459	17735	80971	75375	71.7	1.92	89.60	11	1879	7	179	2	0	0	0
SPAdes-MetaBAT2-S3.61	k__Bacteria (UID203)	5449	104	58	38.79	0.00	0.00	2232117	6425	472	570	5972	5172	4729	3904	94976	61805	72.7	2.47	90.10	11	2679	77	27	0	0	0	0
SPAdes-MetaBAT2-S3.63	k__Bacteria (UID2565)	2921	143	88	78.83	3.68	14.29	5304328	15190	1155	1914	5591	3839	4592	2763	22380	15270	59.6	1.57	87.41	11	5459	28	108	7	0	0	0
SPAdes-MetaBAT2-S3.66	k__Bacteria (UID3187)	2258	187	116	98.71	0.00	0.00	3647540	100	24	25	306222	244250	151980	145897	559658	559658	59.5	1.36	90.90	11	2983	10	177	0	0	0	0
SPAdes-MetaBAT2-S3.71	k__Bacteria (UID1453)	901	171	117	95.57	3.42	11.11	3033602	7640	102	182	72270	34157	29741	16626	273492	257064	65.5	1.70	90.79	11	2967	7	161	0	3	0	0
SPAdes-MetaBAT2-S3.72	k__Bacteria (UID1453)	901	171	117	85.60	0.43	0.00	1834715	4077	287	492	8430	5338	6392	3720	53475	21284	71.5	2.54	91.00	11	2097	27	143	1	0	0	0
SPAdes-MetaBAT2-S3.73	k__Bacteria (UID203)	5449	104	58	30.17	0.00	0.00	1248249	1171	238	283	5908	5280	5244	4406	26749	26749	59.8	1.21	90.68	11	1256	84	20	0	0	0	0
SPAdes-MetaBAT2-S3.76	root (UID1)	5656	56	24	0.00	0.00	0.00	967471	230	157	162	8017	7901	6162	5970	30111	30111	62.5	2.19	86.39	11	1153	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.79	o__Actinomycetales (UID2012)	35	495	282	75.84	4.41	0.00	4838651	17598	1186	2072	4822	3206	4079	2326	48479	48479	73.1	2.16	86.72	11	5860	118	363	13	1	0	0
SPAdes-MetaBAT2-S3.8	k__Bacteria (UID3187)	2258	187	116	99.78	0.86	0.00	4394782	900	68	77	137037	126084	64629	57063	265604	218353	61.6	1.10	87.58	11	3711	1	185	1	0	0	0
SPAdes-MetaBAT2-S3.81	k__Bacteria (UID3187)	2258	187	116	97.70	0.43	100.00	2372733	330	80	86	46792	42017	29659	27586	172598	172598	59.1	1.48	89.65	11	2087	14	172	1	0	0	0
SPAdes-MetaBAT2-S3.82	root (UID1)	5656	56	24	0.00	0.00	0.00	362761	162	57	61	7890	7669	6364	5944	36358	36358	65.9	1.34	83.85	11	388	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.83	k__Bacteria (UID3060)	138	338	246	57.52	1.22	0.00	862260	800	14	22	85648	85648	61590	39157	123570	114508	33.2	1.17	90.60	11	874	121	214	3	0	0	0
SPAdes-MetaBAT2-S3.84	root (UID1)	5656	56	24	0.00	0.00	0.00	257033	80	36	44	10578	7425	7139	5839	25726	25726	64.4	3.14	83.27	11	281	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.86	p__Euryarchaeota (UID3)	148	188	125	97.14	0.80	0.00	2169722	250	119	126	33313	32604	18232	17218	92218	92218	49.0	1.91	87.98	11	2221	6	181	1	0	0	0
SPAdes-MetaBAT2-S3.87	k__Bacteria (UID1453)	901	171	117	94.02	1.71	0.00	3321833	1539	96	155	48970	34917	34602	21421	152803	116103	63.4	1.07	92.27	11	3265	7	160	4	0	0	0
SPAdes-MetaBAT2-S3.91	root (UID1)	5656	56	24	0.00	0.00	0.00	322635	1745	92	175	3679	2750	3506	1833	45096	19986	63.5	1.55	84.41	11	443	56	0	0	0	0	0
SPAdes-MetaBAT2-S3.92	o__Actinomycetales (UID1663)	488	309	185	72.24	1.35	33.33	3059139	7965	625	1009	5954	4199	4894	3023	31832	23684	71.9	2.60	88.68	11	3513	100	206	3	0	0	0
SPAdes-MetaBAT2-S3.94	k__Archaea (UID2)	207	149	107	1.22	0.00	0.00	321578	1251	74	147	4795	2804	4345	2179	10286	9166	41.7	1.46	81.03	11	313	143	6	0	0	0	0
SPAdes-MetaBAT2-S3.97	k__Bacteria (UID1452)	924	161	108	98.20	0.93	0.00	2562355	5347	277	562	12107	7096	9250	4549	49321	30666	65.3	2.07	92.17	11	2805	6	154	1	0	0	0
SPAdes-MetaBAT2-S3.98	k__Bacteria (UID3187)	2258	187	116	92.40	3.07	20.00	4148650	1127	304	351	23959	23710	13646	11816	108579	108579	57.4	5.23	88.65	11	3779	19	163	5	0	0	0
SPAdes-MetaBAT2-S3.99	k__Bacteria (UID203)	5449	104	58	79.99	32.05	27.03	5340482	29595	1983	3200	2788	2065	2693	1659	12268	12268	71.7	2.20	87.62	11	7052	23	53	25	2	1	0
SPAdes-MetaBAT2-S7.103	k__Bacteria (UID3187)	2258	181	110	86.00	1.82	0.00	2334303	3585	185	223	20865	17908	12617	10451	74262	73270	59.5	2.50	89.16	11	2272	40	139	2	0	0	0
SPAdes-MetaBAT2-S7.105	k__Bacteria (UID1453)	901	171	117	25.60	0.00	0.00	830064	971	386	455	2059	1979	2150	1822	14960	14960	67.6	1.90	90.52	11	1094	130	41	0	0	0	0
SPAdes-MetaBAT2-S7.110	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	514116	245	147	168	3611	3349	3497	3058	13449	13449	50.0	1.61	90.72	11	606	92	12	0	0	0	0
SPAdes-MetaBAT2-S7.111	k__Bacteria (UID203)	5449	103	58	6.90	0.00	0.00	705153	0	19	19	47529	47529	37113	37113	101440	101440	59.2	1.39	86.79	11	638	99	4	0	0	0	0
SPAdes-MetaBAT2-S7.112	p__Proteobacteria (UID3880)	1495	261	164	67.20	3.56	62.50	1647274	2600	376	433	4929	4577	4381	3798	14615	14615	63.4	1.89	89.78	11	1881	101	152	8	0	0	0
SPAdes-MetaBAT2-S7.114	root (UID1)	5656	56	24	0.00	0.00	0.00	251684	907	100	117	2708	2340	2516	2143	6052	5855	68.7	1.88	91.95	11	298	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.118	c__Betaproteobacteria (UID3888)	323	386	233	47.22	1.70	50.00	1456016	3791	507	567	2919	2739	2871	2561	11257	10319	66.4	3.35	89.56	11	1759	197	183	6	0	0	0
SPAdes-MetaBAT2-S7.119	c__Gammaproteobacteria (UID4202)	67	481	276	94.89	7.21	21.95	4360730	1380	238	259	71564	71564	18322	16831	244063	244063	65.7	6.81	88.78	11	4069	19	438	19	4	0	1
SPAdes-MetaBAT2-S7.12	o__Rhodospirillales (UID3754)	63	336	201	97.94	0.75	50.00	3279781	100	56	57	123499	121502	58567	57538	389251	389251	66.2	1.68	92.32	11	3067	24	310	2	0	0	0
SPAdes-MetaBAT2-S7.120	c__Gammaproteobacteria (UID4267)	119	544	284	47.65	3.08	0.00	1221925	856	507	575	2415	2321	2410	2123	8314	8314	64.9	2.45	88.04	11	1506	290	243	11	0	0	0
SPAdes-MetaBAT2-S7.121	root (UID1)	5656	56	24	79.17	83.33	95.24	5909134	700	258	265	41002	39680	22903	22295	106511	106511	64.2	2.14	87.83	11	5853	16	0	39	1	0	0
SPAdes-MetaBAT2-S7.124	c__Gammaproteobacteria (UID4266)	1097	270	172	92.91	1.26	0.00	2871838	600	270	294	17534	15966	10636	9766	74923	74923	38.6	3.62	90.05	11	2772	36	231	3	0	0	0
SPAdes-MetaBAT2-S7.127	p__Firmicutes (UID239)	1324	173	101	84.26	19.70	0.00	3478524	4646	511	577	14659	12689	6807	6020	60996	45924	59.8	5.06	84.07	11	3660	24	117	25	7	0	0
SPAdes-MetaBAT2-S7.13	k__Bacteria (UID203)	5449	104	58	26.06	3.45	0.00	1537108	858	548	619	2868	2640	2804	2481	25262	25262	59.9	6.13	87.41	11	1833	84	18	2	0	0	0
SPAdes-MetaBAT2-S7.132	p__Euryarchaeota (UID3)	148	187	124	80.98	0.97	50.00	1289548	426	274	316	5414	4814	4706	4079	15451	15451	48.5	1.54	90.58	11	1522	39	146	2	0	0	0
SPAdes-MetaBAT2-S7.134	k__Bacteria (UID3187)	2258	181	110	25.91	0.00	0.00	356053	0	25	25	27076	27076	14242	14242	62737	62737	47.9	1.86	90.72	11	335	124	57	0	0	0	0
SPAdes-MetaBAT2-S7.136	root (UID1)	5656	56	24	0.00	0.00	0.00	383490	183	55	57	9660	9660	6972	6724	37761	37761	61.5	1.24	87.38	11	404	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.138	root (UID1)	5656	56	24	0.00	0.00	0.00	259228	262	110	133	2322	2096	2356	1947	7774	7774	57.6	1.35	87.53	11	240	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.139	p__Euryarchaeota (UID3)	148	187	124	69.86	0.00	0.00	1066794	4500	89	134	19335	12015	11986	7927	63577	59406	45.1	1.60	87.14	11	1166	49	138	0	0	0	0
SPAdes-MetaBAT2-S7.14	k__Bacteria (UID2495)	2993	143	89	95.44	2.25	100.00	2376876	700	55	62	78616	74570	43215	38325	312965	152275	49.0	0.83	93.49	11	2240	5	134	4	0	0	0
SPAdes-MetaBAT2-S7.140	k__Bacteria (UID1453)	901	171	117	88.17	1.28	0.00	2055950	1148	336	392	7624	6834	6118	5241	27836	27836	48.4	1.20	88.38	11	2116	31	138	2	0	0	0
SPAdes-MetaBAT2-S7.141	c__Betaproteobacteria (UID3959)	235	419	211	89.75	1.30	50.00	2618155	1403	478	554	7045	6503	5477	4723	28163	27900	54.1	3.22	90.31	11	2939	52	363	4	0	0	0
SPAdes-MetaBAT2-S7.142	k__Bacteria (UID3187)	2258	187	116	85.32	0.86	100.00	3690307	1375	655	733	7400	6992	5634	5032	31840	31840	62.1	4.55	89.28	11	3529	30	156	1	0	0	0
SPAdes-MetaBAT2-S7.143	root (UID1)	5656	56	24	0.00	0.00	0.00	354157	0	56	56	7450	7450	6324	6324	31846	31846	55.5	1.42	83.41	11	353	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.144	k__Bacteria (UID203)	5449	103	57	44.74	0.00	0.00	1063183	3412	318	398	3640	2953	3343	2662	21093	16496	61.1	2.76	90.34	11	1201	77	26	0	0	0	0
SPAdes-MetaBAT2-S7.148	root (UID1)	5656	56	24	0.00	0.00	0.00	555727	0	48	48	23754	23754	11577	11577	60693	60693	61.7	5.86	86.99	11	583	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.153	root (UID1)	5656	56	24	0.00	0.00	0.00	2039179	998	441	482	5548	5127	4623	4228	28512	28512	61.2	2.30	86.57	11	2391	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.154	k__Bacteria (UID203)	5449	104	58	28.92	0.00	0.00	1401167	811	297	324	5219	4994	4717	4322	17990	17990	57.8	1.72	88.83	11	1380	83	21	0	0	0	0
SPAdes-MetaBAT2-S7.155	k__Bacteria (UID203)	5449	104	58	73.07	3.45	0.00	1838604	688	371	421	6421	5590	4955	4365	24292	20680	68.1	1.99	93.63	11	2076	53	49	2	0	0	0
SPAdes-MetaBAT2-S7.156	p__Firmicutes (UID239)	1324	173	101	52.76	0.00	0.00	1929592	1216	626	731	3392	3128	3082	2637	11798	10362	69.8	2.16	81.37	11	2157	83	90	0	0	0	0
SPAdes-MetaBAT2-S7.157	k__Bacteria (UID3187)	2258	187	116	90.96	8.67	25.00	4587737	839	461	509	16413	13912	9951	9011	62153	56243	60.6	2.40	87.32	11	4239	46	129	12	0	0	0
SPAdes-MetaBAT2-S7.158	k__Bacteria (UID3187)	2258	187	116	10.92	0.00	0.00	318488	261	94	101	3774	3368	3388	3150	15996	15996	59.7	2.77	91.10	11	358	164	23	0	0	0	0
SPAdes-MetaBAT2-S7.16	k__Bacteria (UID203)	5449	103	58	9.09	0.00	0.00	788928	644	284	335	2959	2647	2777	2353	8989	8989	70.1	2.22	83.46	11	907	94	9	0	0	0	0
SPAdes-MetaBAT2-S7.160	p__Euryarchaeota (UID3)	148	187	124	20.06	0.00	0.00	271645	124	105	115	2672	2551	2587	2361	7126	7126	43.1	1.74	93.83	11	361	148	39	0	0	0	0
SPAdes-MetaBAT2-S7.161	k__Bacteria (UID203)	5449	104	58	25.58	0.00	0.00	831361	733	354	412	2381	2231	2348	2016	5579	5579	65.6	1.87	92.17	11	1100	79	25	0	0	0	0
