chrom	length	bases	mean	min	max
NODE_3587_length_18566_cov_6.878937	18566	223962	12.06	1	326
NODE_3596_length_18540_cov_7.023911	18540	154771	8.35	0	23
NODE_3724_length_18031_cov_6.671340	18031	133768	7.42	1	19
NODE_3798_length_17743_cov_6.199005	17743	129615	7.31	0	23
NODE_3822_length_17645_cov_6.070608	17645	123630	7.01	0	16
NODE_3831_length_17613_cov_5.856931	17613	123954	7.04	1	19
NODE_3850_length_17518_cov_5.693065	17518	118229	6.75	1	20
NODE_3897_length_17308_cov_6.480612	17308	123899	7.16	1	16
NODE_3903_length_17291_cov_6.867255	17291	135647	7.84	0	19
NODE_3914_length_17247_cov_7.373371	17247	144467	8.38	1	43
NODE_3980_length_17042_cov_6.916760	17042	133638	7.84	1	23
NODE_3996_length_16981_cov_6.186931	16981	120695	7.11	0	30
NODE_4076_length_16738_cov_5.935204	16738	144796	8.65	1	63
NODE_4088_length_16713_cov_6.877656	16713	130938	7.83	1	20
NODE_4248_length_16106_cov_7.154570	16106	132184	8.21	1	36
NODE_4264_length_16066_cov_6.528012	16066	125396	7.81	0	37
NODE_4306_length_15908_cov_7.476881	15908	137693	8.66	2	21
NODE_4338_length_15788_cov_7.429924	15788	135041	8.55	0	27
NODE_4360_length_15708_cov_6.877468	15708	130004	8.28	0	22
NODE_4513_length_15275_cov_7.160907	15275	159595	10.45	0	112
NODE_4643_length_14937_cov_7.083053	14937	129578	8.67	2	53
NODE_4701_length_14758_cov_7.355846	14758	121416	8.23	1	31
NODE_4738_length_14656_cov_6.143552	14656	103825	7.08	1	22
NODE_4860_length_14314_cov_349.763237	14314	5627161	393.12	211	642
NODE_4952_length_14067_cov_6.513060	14067	230615	16.39	1	270
NODE_4985_length_13993_cov_6.330248	13993	104418	7.46	1	20
NODE_5039_length_13858_cov_6.669057	13858	113405	8.18	1	29
NODE_5153_length_13602_cov_10.793091	13602	1766409	129.86	5	2896
NODE_5398_length_13055_cov_6.797846	13055	98055	7.51	1	20
NODE_5538_length_12754_cov_6.712025	12754	101073	7.92	1	23
NODE_5599_length_12659_cov_7.056728	12659	102878	8.13	1	21
NODE_5781_length_12279_cov_7.117474	12279	103896	8.46	1	24
NODE_5841_length_12169_cov_7.212812	12169	99258	8.16	1	19
NODE_6108_length_11625_cov_6.611150	11625	92668	7.97	1	23
NODE_6146_length_11557_cov_7.113285	11557	94489	8.18	0	22
NODE_6330_length_11210_cov_5.402062	11210	80148	7.15	1	81
NODE_6349_length_11179_cov_7.054567	11179	91401	8.18	2	22
NODE_6380_length_11118_cov_7.138841	11118	95821	8.62	1	17
NODE_6402_length_11094_cov_5.719993	11094	137038	12.35	2	355
NODE_6487_length_10919_cov_5.815906	10919	73916	6.77	0	31
NODE_6532_length_10849_cov_9.295720	10849	235404	21.70	3	242
NODE_6580_length_10766_cov_7.319391	10766	96556	8.97	1	19
NODE_6620_length_10710_cov_7.836227	10710	262117	24.47	1	1324
NODE_6630_length_10700_cov_6.814091	10700	93441	8.73	1	26
NODE_6682_length_10615_cov_6.869223	10615	86415	8.14	1	22
NODE_6874_length_10321_cov_6.137639	10321	73277	7.10	1	19
NODE_7136_length_9917_cov_6.369905	9917	74388	7.50	1	15
NODE_7157_length_9893_cov_6.585180	9893	198369	20.05	1	482
NODE_7164_length_9878_cov_6.322508	9878	72452	7.33	1	17
NODE_7401_length_9552_cov_5.788670	9552	62864	6.58	1	16
NODE_7409_length_9535_cov_7.017089	9535	79705	8.36	1	21
NODE_7412_length_9531_cov_6.097721	9531	65282	6.85	1	25
NODE_7516_length_9375_cov_7.065558	9375	80157	8.55	1	26
NODE_7751_length_9073_cov_5.886782	9073	72030	7.94	1	37
NODE_7906_length_8882_cov_7.577433	8882	430694	48.49	1	458
NODE_7939_length_8834_cov_6.622736	8834	68587	7.76	1	17
NODE_7952_length_8821_cov_31.125143	8821	322586	36.57	0	74
NODE_7966_length_8806_cov_6.640955	8806	64712	7.35	1	14
NODE_7968_length_8802_cov_6.141077	8802	62540	7.11	0	15
NODE_8046_length_8700_cov_9.670330	8700	194583	22.37	0	477
NODE_8116_length_8624_cov_7.131521	8624	71374	8.28	1	33
NODE_8122_length_8615_cov_6.792407	8615	72895	8.46	1	32
NODE_8143_length_8591_cov_9.044869	8591	87030	10.13	1	32
NODE_8335_length_8375_cov_8.246034	8375	91132	10.88	3	26
NODE_8422_length_8274_cov_6.951941	8274	75252	9.09	2	32
NODE_8634_length_8027_cov_7.523833	8027	69197	8.62	1	26
NODE_8756_length_7903_cov_5.766182	7903	55266	6.99	2	26
NODE_8896_length_7758_cov_6.647800	7758	63894	8.24	1	16
NODE_8922_length_7724_cov_6.077455	7724	66437	8.60	1	33
NODE_8929_length_7720_cov_6.136204	7720	85971	11.14	1	493
NODE_8934_length_7715_cov_6.905875	7715	69453	9.00	1	55
NODE_8984_length_7659_cov_6.893740	7659	63780	8.33	1	67
NODE_8997_length_7644_cov_7.006852	7644	81733	10.69	1	250
NODE_9031_length_7613_cov_5.917571	7613	97919	12.86	1	400
NODE_9211_length_7450_cov_5.211089	7450	52170	7.00	1	25
NODE_9555_length_7133_cov_7.666431	7133	91133	12.78	3	169
NODE_9620_length_7076_cov_6.283008	7076	50897	7.19	1	22
NODE_9922_length_6841_cov_10.984674	6841	722560	105.62	0	434
NODE_9929_length_6835_cov_7.066519	6835	115418	16.89	2	247
NODE_9933_length_6831_cov_4.000000	6831	31777	4.65	1	19
NODE_9984_length_6795_cov_6.613501	6795	51322	7.55	1	16
NODE_10346_length_6524_cov_5.593446	6524	47193	7.23	1	24
NODE_10377_length_6506_cov_6.133933	6506	44102	6.78	1	16
NODE_10477_length_6450_cov_5.431274	6450	40979	6.35	1	15
NODE_10530_length_6416_cov_4.870618	6416	35227	5.49	0	14
NODE_10608_length_6359_cov_5.793623	6359	44154	6.94	0	16
NODE_10815_length_6206_cov_5.090229	6206	39235	6.32	1	21
NODE_10856_length_6178_cov_3.407317	6178	25086	4.06	0	29
NODE_11185_length_5960_cov_7.001355	5960	89389	15.00	3	218
NODE_11192_length_5956_cov_6.870869	5956	47542	7.98	2	44
NODE_11248_length_5918_cov_5.453010	5918	34839	5.89	1	17
NODE_11299_length_5885_cov_8.952487	5885	211582	35.95	5	402
NODE_11356_length_5846_cov_7.489380	5846	49656	8.49	1	20
NODE_11592_length_5703_cov_6.408640	5703	38905	6.82	0	14
NODE_11708_length_5641_cov_9.703008	5641	724507	128.44	4	864
NODE_11710_length_5639_cov_5.229226	5639	30764	5.46	0	12
NODE_11916_length_5525_cov_6.613894	5525	43134	7.81	1	53
NODE_11928_length_5515_cov_6.355495	5515	40835	7.40	1	15
NODE_12054_length_5453_cov_3.907929	5453	25993	4.77	1	13
NODE_12090_length_5436_cov_6.342873	5436	40031	7.36	1	17
NODE_12141_length_5408_cov_34.063142	5408	244070	45.13	1	81
NODE_12228_length_5360_cov_6.773987	5360	41645	7.77	1	16
NODE_12251_length_5342_cov_7.031209	5342	45102	8.44	1	17
NODE_12297_length_5319_cov_4.761398	5319	27838	5.23	1	11
NODE_12323_length_5306_cov_5.782518	5306	38272	7.21	0	18
NODE_12534_length_5203_cov_5.494561	5203	31717	6.10	1	11
NODE_12543_length_5199_cov_6.618196	5199	39326	7.56	1	16
NODE_13605_length_4755_cov_6.619787	4755	34795	7.32	1	17
NODE_13968_length_4611_cov_3.215979	4611	25574	5.55	1	14
NODE_14044_length_4583_cov_7.634717	4583	92627	20.21	1	202
NODE_14111_length_4557_cov_384.795646	4557	1835314	402.75	168	750
NODE_14137_length_4546_cov_5.444222	4546	30525	6.71	1	19
NODE_14159_length_4536_cov_25.392323	4536	135476	29.87	14	165
NODE_14308_length_4480_cov_4.597288	4480	23036	5.14	1	16
NODE_14390_length_4452_cov_6.531044	4452	33240	7.47	1	15
NODE_14424_length_4441_cov_10.805974	4441	691390	155.68	7	375
NODE_14438_length_4435_cov_6.818037	4435	34005	7.67	2	31
NODE_14706_length_4342_cov_6.068813	4342	32258	7.43	1	16
NODE_14717_length_4338_cov_5.684333	4338	26618	6.14	1	12
NODE_14881_length_4283_cov_7.495979	4283	35206	8.22	0	17
NODE_15103_length_4218_cov_6.644487	4218	33692	7.99	1	16
NODE_15129_length_4208_cov_4.721647	4208	21959	5.22	0	12
NODE_15245_length_4171_cov_3.480078	4171	15545	3.73	1	7
NODE_15250_length_4169_cov_5.697375	4169	30042	7.21	1	39
NODE_15283_length_4159_cov_13.337719	4159	68642	16.50	5	84
NODE_15316_length_4154_cov_6.649183	4154	32160	7.74	1	14
NODE_15584_length_4080_cov_7.351056	4080	60644	14.86	1	55
NODE_15588_length_4079_cov_11.045726	4079	96635	23.69	7	64
NODE_15680_length_4053_cov_7.717359	4053	46259	11.41	2	51
NODE_15811_length_4023_cov_9.337702	4023	58845	14.63	3	224
NODE_15928_length_3993_cov_8.232859	3993	672640	168.45	6	581
NODE_15937_length_3991_cov_5.707571	3991	24356	6.10	1	17
NODE_16463_length_3855_cov_20.991316	3855	106019	27.50	0	48
NODE_16643_length_3809_cov_11.066329	3809	59251	15.56	5	120
NODE_16718_length_3788_cov_3.755692	3788	14826	3.91	1	8
NODE_16798_length_3770_cov_8.905787	3770	114090	30.26	0	335
NODE_16889_length_3750_cov_11.437348	3750	46096	12.29	0	27
NODE_16947_length_3738_cov_6.102905	3738	26701	7.14	0	19
NODE_17468_length_3624_cov_5.691790	3624	23310	6.43	0	18
NODE_17502_length_3615_cov_5.963764	3615	22694	6.28	1	13
NODE_17514_length_3612_cov_16.044419	3612	70701	19.57	6	38
NODE_17752_length_3561_cov_10.768397	3561	72525	20.37	1	36
NODE_18051_length_3503_cov_3.791183	3503	25677	7.33	0	19
NODE_18350_length_3445_cov_6.823599	3445	38632	11.21	3	154
NODE_18374_length_3438_cov_7.755542	3438	28244	8.22	1	17
NODE_18552_length_3406_cov_5.292152	3406	54207	15.92	0	40
NODE_18554_length_3406_cov_3.749030	3406	15331	4.50	1	13
NODE_18848_length_3354_cov_4.256138	3354	15618	4.66	1	10
NODE_19189_length_3299_cov_7.309494	3299	26429	8.01	1	16
NODE_19293_length_3281_cov_4.597024	3281	19514	5.95	0	13
NODE_19886_length_3185_cov_3.209585	3185	14772	4.64	1	17
NODE_20388_length_3112_cov_3.355250	3112	16358	5.26	1	12
NODE_20443_length_3105_cov_9.038033	3105	48164	15.51	2	26
NODE_20737_length_3062_cov_7.044230	3062	31080	10.15	2	128
NODE_21086_length_3013_cov_6.555781	3013	22786	7.56	1	16
NODE_21289_length_2987_cov_2.773533	2987	10125	3.39	1	8
NODE_21419_length_2970_cov_6.138937	2970	22859	7.70	1	17
NODE_21538_length_2954_cov_3.341152	2954	16426	5.56	1	18
NODE_21845_length_2917_cov_8.759259	2917	80274	27.52	3	134
NODE_21883_length_2913_cov_5.208188	2913	19304	6.63	1	13
NODE_21911_length_2910_cov_2.818564	2910	12089	4.15	1	35
NODE_22170_length_2880_cov_4.126372	2880	35757	12.42	0	215
NODE_22248_length_2872_cov_3.056088	2872	11642	4.05	1	11
NODE_22413_length_2854_cov_5.088246	2854	17330	6.07	1	68
NODE_22462_length_2850_cov_3.783184	2850	15387	5.40	1	12
NODE_22770_length_2814_cov_7.743023	2814	29403	10.45	1	35
NODE_22940_length_2794_cov_2.939759	2794	8600	3.08	0	6
NODE_23159_length_2767_cov_6.664086	2767	50126	18.12	1	32
NODE_23632_length_2717_cov_2.991360	2717	12726	4.68	0	11
NODE_24089_length_2670_cov_6.477629	2670	18890	7.07	1	15
NODE_24153_length_2664_cov_6.909927	2664	19004	7.13	1	12
NODE_24173_length_2662_cov_3.833142	2662	16624	6.24	1	99
NODE_24600_length_2618_cov_3.326570	2618	10106	3.86	0	10
NODE_24905_length_2588_cov_2.587051	2588	11536	4.46	1	39
NODE_24961_length_2583_cov_6.584256	2583	18705	7.24	1	16
NODE_25519_length_2530_cov_4.211717	2530	11566	4.57	1	10
NODE_25555_length_2527_cov_5.364482	2527	28113	11.13	0	144
NODE_25596_length_2523_cov_5.972853	2523	19222	7.62	1	23
NODE_25996_length_2490_cov_2.823409	2490	8282	3.33	0	8
NODE_26116_length_2478_cov_3.517953	2478	16293	6.58	1	21
NODE_26633_length_2429_cov_3.309183	2429	9370	3.86	1	7
NODE_27068_length_2393_cov_3.896065	2393	36888	15.41	1	189
NODE_27643_length_2349_cov_2.783784	2349	7768	3.31	1	10
NODE_27685_length_2345_cov_4.690830	2345	13929	5.94	1	15
NODE_27696_length_2344_cov_5.003058	2344	64774	27.63	1	268
NODE_27864_length_2332_cov_2.828283	2332	11025	4.73	1	12
NODE_28089_length_2312_cov_4.101462	2312	9723	4.21	1	8
NODE_28722_length_2266_cov_7.182723	2266	19675	8.68	3	19
NODE_28851_length_2257_cov_4.549955	2257	11636	5.16	1	9
NODE_29567_length_2206_cov_3.820549	2206	7852	3.56	1	7
NODE_29813_length_2189_cov_4.992502	2189	234069	106.93	0	2254
NODE_29867_length_2186_cov_3.711872	2186	9448	4.32	1	15
NODE_29961_length_2180_cov_3.462588	2180	7946	3.64	1	9
NODE_30106_length_2171_cov_22.875709	2171	65860	30.34	7	49
NODE_30276_length_2161_cov_511.611111	2161	1680349	777.58	462	1209
NODE_31105_length_2109_cov_3.437683	2109	8243	3.91	1	10
NODE_31298_length_2097_cov_3.628795	2097	8244	3.93	1	9
NODE_31916_length_2061_cov_6.037886	2061	13402	6.50	1	13
NODE_32166_length_2048_cov_6.722027	2048	38300	18.70	5	30
NODE_32521_length_2028_cov_2.084136	2028	6436	3.17	1	9
NODE_32699_length_2018_cov_4.060112	2018	9026	4.47	1	10
NODE_33150_length_1992_cov_3.919979	1992	18107	9.09	1	55
NODE_33291_length_1984_cov_3.752203	1984	8165	4.12	1	9
NODE_33469_length_1974_cov_3.174049	1974	11082	5.61	1	10
NODE_34736_length_1910_cov_12.837197	1910	49574	25.95	2	40
NODE_35492_length_1872_cov_3.078701	1872	6691	3.57	1	8
NODE_35608_length_1867_cov_6.187638	1867	10700	5.73	2	9
NODE_35755_length_1860_cov_3.107479	1860	11127	5.98	1	17
NODE_35900_length_1853_cov_6.088988	1853	11925	6.44	1	10
NODE_35964_length_1849_cov_12.332219	1849	26769	14.48	5	23
NODE_35999_length_1848_cov_3.126046	1848	9719	5.26	1	13
NODE_36032_length_1846_cov_7.335567	1846	55353	29.99	4	222
NODE_36164_length_1840_cov_2.734454	1840	6338	3.44	1	7
NODE_36213_length_1838_cov_2.561413	1838	7161	3.90	1	10
NODE_36217_length_1837_cov_17.322671	1837	26110	14.21	0	25
NODE_36368_length_1831_cov_86.490428	1831	173524	94.77	77	147
NODE_36664_length_1818_cov_7.000000	1818	12266	6.75	1	15
NODE_37103_length_1800_cov_3.687679	1800	7642	4.25	1	8
NODE_38090_length_1759_cov_3.782864	1759	8851	5.03	0	12
NODE_38755_length_1732_cov_6.152654	1732	59796	34.52	3	400
NODE_39049_length_1720_cov_15.358559	1720	44082	25.63	1	51
NODE_39079_length_1719_cov_13.435096	1719	29640	17.24	9	25
NODE_39488_length_1704_cov_3.462098	1704	7735	4.54	1	10
NODE_39581_length_1700_cov_7.443161	1700	28444	16.73	7	32
NODE_40201_length_1677_cov_3.865598	1677	20632	12.30	1	303
NODE_40273_length_1675_cov_2.343827	1675	7369	4.40	1	9
NODE_40349_length_1671_cov_32.305693	1671	95496	57.15	16	94
NODE_40716_length_1657_cov_12.662921	1657	42622	25.72	6	132
NODE_41238_length_1640_cov_2.709148	1640	9782	5.96	0	12
NODE_41287_length_1638_cov_3.480733	1638	7099	4.33	1	10
NODE_41444_length_1633_cov_3.226236	1633	10605	6.49	1	26
NODE_41545_length_1629_cov_6.214104	1629	17305	10.62	2	67
NODE_41557_length_1629_cov_3.088945	1629	15791	9.69	2	131
NODE_41739_length_1622_cov_3.105297	1622	10900	6.72	1	16
NODE_42520_length_1595_cov_2.728571	1595	10730	6.73	1	17
NODE_42675_length_1589_cov_4.619948	1589	31534	19.85	2	160
NODE_42730_length_1587_cov_3.489556	1587	6530	4.11	1	7
NODE_42885_length_1582_cov_2.519319	1582	4145	2.62	1	5
NODE_43065_length_1576_cov_2.810651	1576	4844	3.07	1	6
NODE_43166_length_1572_cov_7.752802	1572	33574	21.36	2	47
NODE_43423_length_1564_cov_2888.377734	1564	4780053	3056.30	2308	3425
NODE_44158_length_1542_cov_4.551446	1542	9485	6.15	1	21
NODE_45038_length_1517_cov_2.692202	1517	5352	3.53	1	14
NODE_45092_length_1515_cov_3.789041	1515	8617	5.69	1	14
NODE_68_length_155150_cov_987.295580	155150	173094541	1115.66	344	2224
NODE_128_length_124024_cov_951.866741	124024	134465624	1084.19	0	2025
NODE_137_length_121472_cov_970.082353	121472	134286020	1105.49	0	2567
NODE_139_length_121321_cov_974.813188	121321	134190401	1106.08	414	1327
NODE_211_length_102401_cov_970.595236	102401	112844936	1101.99	501	3868
NODE_227_length_99277_cov_957.651680	99277	107522416	1083.05	275	1400
NODE_249_length_94773_cov_955.318123	94773	103081887	1087.67	567	1389
NODE_259_length_92501_cov_831.602417	92501	88363978	955.28	343	1693
NODE_332_length_82777_cov_934.403665	82777	88002846	1063.13	0	1644
NODE_341_length_81844_cov_957.920539	81844	89028582	1087.78	0	1316
NODE_367_length_79618_cov_977.849302	79618	88739860	1114.57	0	1403
NODE_376_length_78356_cov_962.487516	78356	85640868	1092.97	396	1297
NODE_446_length_72323_cov_980.287140	72323	80268602	1109.86	338	1594
NODE_518_length_66649_cov_940.827582	66649	71193990	1068.19	622	1341
NODE_555_length_64787_cov_957.733223	64787	71113389	1097.65	0	1712
NODE_567_length_64393_cov_992.617256	64393	72519938	1126.21	344	1380
NODE_583_length_63660_cov_1004.522962	63660	72354516	1136.58	525	1390
NODE_619_length_61617_cov_978.320750	61617	68015898	1103.85	433	1314
NODE_656_length_59870_cov_949.469581	59870	65363389	1091.76	0	1330
NODE_700_length_57730_cov_1055.919723	57730	64960903	1125.25	406	1346
NODE_833_length_51738_cov_945.784068	51738	55613129	1074.90	0	1294
NODE_1045_length_44926_cov_951.086203	44926	48765329	1085.46	0	3143
NODE_1102_length_43544_cov_963.755248	43544	47882619	1099.64	243	3631
NODE_1130_length_42716_cov_960.150958	42716	46551729	1089.80	0	1276
NODE_1170_length_41665_cov_838.426893	41665	39907689	957.82	408	1428
NODE_1300_length_39119_cov_991.857541	39119	43905763	1122.36	499	1440
NODE_1383_length_37297_cov_965.633505	37297	40931094	1097.44	0	2151
NODE_1441_length_36276_cov_985.774330	36276	40525085	1117.13	203	1334
NODE_1459_length_35748_cov_940.109825	35748	38373946	1073.46	0	1789
NODE_1473_length_35484_cov_962.674617	35484	38904571	1096.40	222	1285
NODE_1633_length_33468_cov_947.945201	33468	36163343	1080.53	593	1278
NODE_1674_length_33030_cov_1024.026475	33030	37752253	1142.97	0	2337
NODE_1700_length_32600_cov_991.238316	32600	36724268	1126.51	350	1313
NODE_1704_length_32548_cov_784.841935	32548	28900524	887.94	0	1095
NODE_1754_length_32001_cov_882.235084	32001	35623462	1113.20	429	3263
NODE_2002_length_28914_cov_505.070134	28914	17029267	588.96	0	1171
NODE_2196_length_27132_cov_987.522473	27132	30371302	1119.39	0	1300
NODE_2442_length_25078_cov_446.316189	25078	13215725	526.98	306	1643
NODE_2709_length_23235_cov_835.937360	23235	21932587	943.95	10	1130
NODE_2797_length_22816_cov_969.218707	22816	25022866	1096.72	452	1249
NODE_3201_length_20267_cov_984.778844	20267	22515979	1110.97	383	1287
NODE_3290_length_19822_cov_343.504528	19822	7660629	386.47	224	518
NODE_3476_length_19013_cov_982.213947	19013	21086202	1109.04	648	1296
NODE_3482_length_18991_cov_970.490970	18991	20901782	1100.62	747	1299
NODE_3631_length_18405_cov_547.567466	18405	11870952	644.99	254	3477
NODE_3655_length_18292_cov_995.267698	18292	20778828	1135.95	795	1385
NODE_3715_length_18055_cov_975.300111	18055	20485539	1134.62	438	1688
NODE_4168_length_16415_cov_980.774511	16415	18351455	1117.97	592	1297
NODE_4552_length_15195_cov_379.528269	15195	6945613	457.10	268	2020
NODE_5015_length_13926_cov_965.018456	13926	15392269	1105.29	846	1301
NODE_5148_length_13613_cov_385.737572	13613	6137114	450.83	295	1630
NODE_5150_length_13609_cov_970.624760	13609	15032237	1104.58	497	1308
NODE_5254_length_13390_cov_962.912711	13390	14624937	1092.23	596	1299
NODE_5420_length_13008_cov_975.445920	13008	14402152	1107.18	699	1724
NODE_5653_length_12543_cov_923.914958	12543	13616917	1085.62	569	8329
NODE_5746_length_12366_cov_804.536106	12366	11364584	919.02	512	1480
NODE_6155_length_11540_cov_529.884893	11540	6095414	528.20	178	1318
NODE_7783_length_9035_cov_1004.988753	9035	10105294	1118.46	577	1381
NODE_8081_length_8665_cov_546.982114	8665	5779669	667.01	184	1343
NODE_9326_length_7342_cov_944.742555	7342	7847261	1068.82	585	1277
NODE_9848_length_6898_cov_749.512348	6898	5933279	860.14	284	1244
NODE_10175_length_6660_cov_931.946556	6660	7005172	1051.83	545	1222
NODE_10327_length_6535_cov_958.884722	6535	7147009	1093.65	0	1277
NODE_10333_length_6533_cov_943.467891	6533	6936946	1061.83	286	1521
NODE_11062_length_6035_cov_264.433278	6035	1857144	307.73	182	456
NODE_11359_length_5845_cov_944.869775	5845	6143693	1051.10	387	1194
NODE_12093_length_5434_cov_963.468303	5434	6042623	1112.00	824	1294
NODE_12419_length_5259_cov_952.603766	5259	5602025	1065.23	354	1277
NODE_12704_length_5134_cov_911.886789	5134	5167708	1006.57	352	1160
NODE_13057_length_4981_cov_1304.592976	4981	7262957	1458.13	642	1647
NODE_13124_length_4952_cov_991.346743	4952	5541960	1119.14	335	1343
NODE_13234_length_4912_cov_528.269920	4912	2928028	596.10	355	810
NODE_13509_length_4792_cov_417.389276	4792	2339368	488.18	139	885
NODE_13565_length_4772_cov_576.442230	4772	3064876	642.26	337	735
NODE_14712_length_4340_cov_1270.434539	4340	7388638	1702.45	869	3876
NODE_15140_length_4203_cov_1189.609209	4203	5555279	1321.74	571	2399
NODE_15192_length_4186_cov_442.215444	4186	2143474	512.06	244	1656
NODE_15264_length_4164_cov_991.943052	4164	4594902	1103.48	467	1229
NODE_15850_length_4012_cov_1005.457670	4012	4467450	1113.52	604	1550
NODE_16768_length_3775_cov_980.646237	3775	4264138	1129.57	310	1496
NODE_18617_length_3394_cov_935.063792	3394	3503447	1032.25	427	1179
NODE_18744_length_3372_cov_938.775399	3372	3551089	1053.11	336	1241
NODE_19207_length_3295_cov_305.722222	3295	1295545	393.19	108	544
NODE_24818_length_2595_cov_600.929921	2595	2041870	786.85	79	995
NODE_36006_length_1847_cov_1400.473772	1847	2882797	1560.80	682	1878
NODE_41541_length_1629_cov_1463.560356	1629	3015323	1851.03	186	2622
NODE_14_length_244418_cov_9.624931	244418	2648873	10.84	0	43
NODE_54_length_165825_cov_9.645436	165825	1798184	10.84	0	108
NODE_67_length_155504_cov_10.606379	155504	1865675	12.00	0	109
NODE_187_length_107923_cov_9.825657	107923	1180706	10.94	1	36
NODE_232_length_98806_cov_9.949226	98806	1094057	11.07	1	32
NODE_258_length_92590_cov_9.604420	92590	1003601	10.84	0	202
NODE_281_length_89284_cov_9.476213	89284	974417	10.91	1	101
NODE_298_length_86613_cov_10.172023	86613	985531	11.38	0	30
NODE_301_length_86087_cov_10.319184	86087	1022851	11.88	0	112
NODE_305_length_85606_cov_9.743627	85606	956043	11.17	0	35
NODE_328_length_83075_cov_9.868441	83075	908469	10.94	1	33
NODE_386_length_77450_cov_10.114633	77450	876683	11.32	0	27
NODE_392_length_76546_cov_10.577284	76546	972725	12.71	1	132
NODE_418_length_74494_cov_10.312175	74494	861380	11.56	2	36
NODE_434_length_73823_cov_10.049168	73823	849463	11.51	0	159
NODE_495_length_68107_cov_10.196467	68107	795940	11.69	0	254
NODE_534_length_66020_cov_10.261624	66020	765687	11.60	0	32
NODE_539_length_65725_cov_9.861581	65725	728536	11.08	0	30
NODE_563_length_64505_cov_10.422188	64505	739398	11.46	2	74
NODE_568_length_64283_cov_10.488619	64283	764438	11.89	1	133
NODE_618_length_61619_cov_9.806315	61619	691940	11.23	2	37
NODE_681_length_58788_cov_9.275842	58788	631682	10.75	1	35
NODE_726_length_56641_cov_9.920811	56641	647566	11.43	0	57
NODE_756_length_55792_cov_10.306493	55792	702894	12.60	2	206
NODE_809_length_52748_cov_8.976411	52748	536258	10.17	1	35
NODE_853_length_50942_cov_9.954448	50942	569978	11.19	1	33
NODE_1004_length_46260_cov_10.318472	46260	538345	11.64	1	30
NODE_1044_length_44941_cov_9.745934	44941	510584	11.36	1	120
NODE_1137_length_42473_cov_10.386723	42473	495368	11.66	2	30
NODE_1177_length_41523_cov_9.812675	41523	456614	11.00	2	65
NODE_1197_length_41192_cov_10.060943	41192	463420	11.25	0	37
NODE_1217_length_40670_cov_9.203349	40670	441193	10.85	1	39
NODE_1225_length_40518_cov_9.472901	40518	435921	10.76	1	24
NODE_1349_length_37964_cov_9.583186	37964	412182	10.86	1	26
NODE_1371_length_37469_cov_10.107928	37469	432661	11.55	2	55
NODE_1381_length_37344_cov_10.430985	37344	429217	11.49	2	26
NODE_1506_length_34897_cov_10.345703	34897	390569	11.19	0	49
NODE_1593_length_33795_cov_10.254653	33795	416541	12.33	2	83
NODE_1594_length_33794_cov_10.131480	33794	387698	11.47	2	24
NODE_1710_length_32485_cov_9.605242	32485	356578	10.98	2	29
NODE_2024_length_28609_cov_10.508545	28609	340901	11.92	0	33
NODE_2200_length_27101_cov_9.656252	27101	295133	10.89	1	25
NODE_2400_length_25404_cov_10.042053	25404	294846	11.61	2	61
NODE_2418_length_25278_cov_9.834595	25278	272750	10.79	0	29
NODE_2422_length_25245_cov_10.213021	25245	289393	11.46	2	37
NODE_2574_length_24088_cov_10.315941	24088	272113	11.30	1	28
NODE_2981_length_21666_cov_9.942159	21666	259762	11.99	3	35
NODE_3372_length_19469_cov_10.925981	19469	245330	12.60	2	60
NODE_3566_length_18661_cov_10.016393	18661	211176	11.32	3	73
NODE_3654_length_18294_cov_10.177806	18294	234665	12.83	1	129
NODE_3675_length_18211_cov_9.275611	18211	196326	10.78	2	32
NODE_3794_length_17759_cov_10.078174	17759	246438	13.88	0	448
NODE_3810_length_17686_cov_9.254155	17686	196832	11.13	0	26
NODE_3894_length_17318_cov_10.291143	17318	213532	12.33	2	208
NODE_3976_length_17046_cov_8.915073	17046	174757	10.25	1	59
NODE_4010_length_16942_cov_10.855036	16942	200696	11.85	0	29
NODE_4074_length_16739_cov_9.269540	16739	178483	10.66	1	67
NODE_5530_length_12761_cov_9.666850	12761	134524	10.54	0	31
NODE_5675_length_12499_cov_9.015590	12499	131742	10.54	1	26
NODE_6307_length_11248_cov_10.131243	11248	127198	11.31	2	50
NODE_6565_length_10787_cov_9.343832	10787	112470	10.43	0	20
NODE_6753_length_10491_cov_8.697298	10491	101853	9.71	0	19
NODE_6766_length_10479_cov_11.165388	10479	131417	12.54	3	26
NODE_6772_length_10474_cov_10.708897	10474	123930	11.83	1	26
NODE_6910_length_10251_cov_9.356022	10251	143830	14.03	0	27
NODE_7652_length_9195_cov_9.648906	9195	111783	12.16	1	63
NODE_7679_length_9161_cov_12.902482	9161	184653	20.16	0	137
NODE_7996_length_8770_cov_9.588181	8770	91739	10.46	1	20
NODE_8013_length_8748_cov_10.125618	8748	103346	11.81	1	120
NODE_8158_length_8577_cov_11.058085	8577	105721	12.33	3	25
NODE_8315_length_8395_cov_8.888729	8395	99249	11.82	2	85
NODE_8357_length_8349_cov_10.789607	8349	101725	12.18	3	40
NODE_8569_length_8106_cov_10.816048	8106	89057	10.99	0	19
NODE_9186_length_7469_cov_9.673860	7469	75185	10.07	1	20
NODE_9360_length_7310_cov_10.127223	7310	79745	10.91	1	23
