gene_id	name	product
KCLJAFBK_02747	KCLJAFBK_02747	O-acetyl-L-homoserine sulfhydrylase
KCLJAFBK_02836	msrQ_2	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KJCAEPPB_00054	KJCAEPPB_00054	Sulfurtransferase
KJCAEPPB_00099	ssuC_1	Putative aliphatic sulfonates transport permease protein SsuC
KJCAEPPB_00101	ssuD_1	Alkanesulfonate monooxygenase
KJCAEPPB_00194	egtC_1	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
KJCAEPPB_00199	mctB	Copper transporter MctB
KJCAEPPB_00217	dcyD_1	D-cysteine desulfhydrase
KJCAEPPB_00228	msrP_1	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KJCAEPPB_00438	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
KJCAEPPB_00571	cysA_1	Putative thiosulfate sulfurtransferase
KJCAEPPB_00606	resA_1	Thiol-disulfide oxidoreductase ResA
KJCAEPPB_00729	msrA	Peptide methionine sulfoxide reductase MsrA
KJCAEPPB_00749	cysD	Sulfate adenylyltransferase subunit 2
KJCAEPPB_00974	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
KJCAEPPB_01051	ftsH_1	ATP-dependent zinc metalloprotease FtsH
KJCAEPPB_01184	fadF	putative iron-sulfur-binding oxidoreductase FadF
KJCAEPPB_01314	sseB	Putative thiosulfate sulfurtransferase SseB
KJCAEPPB_01328	soxR	Redox-sensitive transcriptional activator SoxR
KJCAEPPB_01445	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KJCAEPPB_01455	ssuD_2	Alkanesulfonate monooxygenase
KJCAEPPB_01734	KJCAEPPB_01734	Zinc-type alcohol dehydrogenase-like protein
KJCAEPPB_01945	tsaM1	Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
KJCAEPPB_02086	KJCAEPPB_02086	putative zinc-binding alcohol dehydrogenase
KJCAEPPB_02092	KJCAEPPB_02092	O-acetyl-L-homoserine sulfhydrylase
KJCAEPPB_02094	ssuD_3	Alkanesulfonate monooxygenase
KJCAEPPB_02109	msrB_1	Peptide methionine sulfoxide reductase MsrB
KJCAEPPB_02110	msrA3	Peptide methionine sulfoxide reductase MsrA 3
KJCAEPPB_02167	iscS	IscS-like cysteine desulfurase
KJCAEPPB_02205	KJCAEPPB_02205	Zinc-type alcohol dehydrogenase-like protein
KJCAEPPB_02265	fdhD	Sulfur carrier protein FdhD
KJCAEPPB_02292	ssuB_1	Aliphatic sulfonates import ATP-binding protein SsuB
KJCAEPPB_02495	fdnH_1	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit
KJCAEPPB_02565	glpE	Thiosulfate sulfurtransferase GlpE
KJCAEPPB_02567	tusA_1	Sulfur carrier protein TusA
KJCAEPPB_02568	dsrE2	Sulfur carrier protein DsrE2
KJCAEPPB_02578	ttuD	Sulfur carrier protein TtuD
KJCAEPPB_02581	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC
KJCAEPPB_02582	ssuB_2	Aliphatic sulfonates import ATP-binding protein SsuB
KJCAEPPB_02589	suyB	(2R)-sulfolactate sulfo-lyase subunit beta
KJCAEPPB_02600	ricR_1	Copper-sensing transcriptional repressor RicR
KJCAEPPB_02769	chuR	Anaerobic sulfatase-maturating enzyme
KJCAEPPB_02857	ftsH_2	ATP-dependent zinc metalloprotease FtsH
KJCAEPPB_02895	cysK1	O-acetylserine sulfhydrylase
KJCAEPPB_02941	ftsH_3	ATP-dependent zinc metalloprotease FtsH
KJCAEPPB_02951	ssuC_3	Putative aliphatic sulfonates transport permease protein SsuC
KJCAEPPB_03094	ssuD_4	Alkanesulfonate monooxygenase
KJCAEPPB_03104	sseA	Putative thiosulfate sulfurtransferase SseA
KJCAEPPB_03139	fdnH_2	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit
KJCAEPPB_03210	yitD_1	Phosphosulfolactate synthase
KJCAEPPB_03246	ssuD_5	Alkanesulfonate monooxygenase
KJCAEPPB_03247	ssuA	Putative aliphatic sulfonates-binding protein
KJCAEPPB_03248	ssuB_3	Aliphatic sulfonates import ATP-binding protein SsuB
KJCAEPPB_03249	ssuC_4	Putative aliphatic sulfonates transport permease protein SsuC
KJCAEPPB_03376	sauU	putative sulfoacetate transporter SauU
KJCAEPPB_03382	ftsH_4	ATP-dependent zinc metalloprotease FtsH
KJCAEPPB_03459	ftsH_5	ATP-dependent zinc metalloprotease FtsH
KJCAEPPB_03488	KJCAEPPB_03488	putative zinc protease
KJCAEPPB_03562	msuD	Methanesulfonate monooxygenase
KJCAEPPB_03564	atsK	Alpha-ketoglutarate-dependent sulfate ester dioxygenase
KJCAEPPB_03590	dddP_1	Dimethlysulfonioproprionate lyase DddP
KJCAEPPB_03656	cysH	putative phosphoadenosine phosphosulfate reductase
KJCAEPPB_03657	sir	Sulfite reductase [ferredoxin]
KJCAEPPB_03702	ftsH_6	ATP-dependent zinc metalloprotease FtsH
KJCAEPPB_03711	KJCAEPPB_03711	Isoxanthopterin deaminase
KJCAEPPB_03851	ssuD_6	Alkanesulfonate monooxygenase
KJCAEPPB_03867	yjmD	putative zinc-type alcohol dehydrogenase-like protein YjmD
KJCAEPPB_03914	zur	Zinc uptake regulation protein
KJCAEPPB_03917	znuB_1	High-affinity zinc uptake system membrane protein ZnuB
KJCAEPPB_03918	znuB_2	High-affinity zinc uptake system membrane protein ZnuB
KJCAEPPB_04028	dddP_2	Dimethlysulfonioproprionate lyase DddP
KJCAEPPB_04043	cysA_2	Sulfate/thiosulfate import ATP-binding protein CysA
KJCAEPPB_04069	sauT	putative sulfoacetate--CoA ligase
KJCAEPPB_04118	rip3	Putative zinc metalloprotease Rip3
KJCAEPPB_04151	resA_2	Thiol-disulfide oxidoreductase ResA
KJCAEPPB_04174	msrQ_1	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KJCAEPPB_04268	sufS	Cysteine desulfurase
KJCAEPPB_04283	cysO_1	Sulfur carrier protein CysO
KJCAEPPB_04305	ideR	Iron-dependent repressor IdeR
KJCAEPPB_04395	mrp	Iron-sulfur cluster carrier protein
KJCAEPPB_04428	ctpA	Copper-exporting P-type ATPase
KJCAEPPB_04430	ricR_2	Copper-sensing transcriptional repressor RicR
KJCAEPPB_04542	KJCAEPPB_04542	Sulfurtransferase
KJCAEPPB_04573	rclA	putative pyridine nucleotide-disulfide oxidoreductase RclA
KJCAEPPB_04590	ftsH_7	ATP-dependent zinc metalloprotease FtsH
KJCAEPPB_04601	egtC_2	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
KJCAEPPB_04750	msrP_3	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KJCAEPPB_04922	yitD_2	Phosphosulfolactate synthase
KJCAEPPB_05041	tusA_2	Sulfur carrier protein TusA
KJCAEPPB_05052	qcrA	Cytochrome bc1 complex Rieske iron-sulfur subunit
KJCAEPPB_05132	ssuC_5	Putative aliphatic sulfonates transport permease protein SsuC
KJCAEPPB_05134	ssuC_6	Putative aliphatic sulfonates transport permease protein SsuC
KJCAEPPB_05179	msrB_2	Peptide methionine sulfoxide reductase MsrB
KJCAEPPB_05333	fieF	Ferrous-iron efflux pump FieF
KJCAEPPB_05470	KJCAEPPB_05470	putative zinc-binding alcohol dehydrogenase
KJCAEPPB_05483	resA_3	Thiol-disulfide oxidoreductase ResA
KJCAEPPB_05486	resA_4	Thiol-disulfide oxidoreductase ResA
KJCAEPPB_05502	mmcO	Multicopper oxidase MmcO
KJCAEPPB_05531	cysO_2	Sulfur carrier protein CysO
KJCAEPPB_05648	KJCAEPPB_05648	6-deoxy-6-sulfogluconolactonase
KJCAEPPB_05787	xsc	Sulfoacetaldehyde acetyltransferase
KJCAEPPB_05830	petC	Cytochrome b6-f complex iron-sulfur subunit
KJCAEPPB_05843	dsbD	Thiol:disulfide interchange protein DsbD
KJCAEPPB_05894	cysM	O-phosphoserine sulfhydrylase
KJCAEPPB_05989	KJCAEPPB_05989	putative zinc-binding alcohol dehydrogenase
KJCAEPPB_06090	thiI	putative tRNA sulfurtransferase
KJCAEPPB_06168	KJCAEPPB_06168	6-deoxy-6-sulfo-D-gluconate dehydratase
KJCAEPPB_06335	ricR_3	Copper-sensing transcriptional repressor RicR
KJCAEPPB_06410	dcyD_2	D-cysteine desulfhydrase
KJCAEPPB_06413	yitD_3	Phosphosulfolactate synthase
KJCAEPPB_06419	sauS	Sulfoacetaldehyde dehydrogenase (acylating)
KJCAEPPB_06559	ssuD_7	Alkanesulfonate monooxygenase
KJCAEPPB_06652	msrP_4	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KJCAEPPB_06963	rip1	Zinc metalloprotease Rip1
KJCAEPPB_07011	msrQ_2	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KJCAEPPB_07037	csd	putative cysteine desulfurase
KJCAEPPB_07038	sufU	Zinc-dependent sulfurtransferase SufU
KJCAEPPB_07324	actP_2	Copper-transporting P-type ATPase
BNHKIBDC_00085	rip1	Zinc metalloprotease Rip1
BNHKIBDC_00103	zitB	Zinc transporter ZitB
BNHKIBDC_00162	glpE_1	Thiosulfate sulfurtransferase GlpE
BNHKIBDC_00185	resA_1	Thiol-disulfide oxidoreductase ResA
BNHKIBDC_00214	glpE_2	Thiosulfate sulfurtransferase GlpE
BNHKIBDC_00231	ctpV	putative copper-exporting P-type ATPase V
BNHKIBDC_00251	resA_2	Thiol-disulfide oxidoreductase ResA
BNHKIBDC_00253	yedY1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BNHKIBDC_00255	mrp_1	Iron-sulfur cluster carrier protein
BNHKIBDC_00256	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
BNHKIBDC_00331	sufS	Cysteine desulfurase SufS
BNHKIBDC_00332	sufU	Zinc-dependent sulfurtransferase SufU
BNHKIBDC_00453	yncA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
BNHKIBDC_00463	egtE	hercynylcysteine sulfoxide lyase
BNHKIBDC_00741	erpA	Iron-sulfur cluster insertion protein ErpA
BNHKIBDC_00742	mrp_2	Iron-sulfur cluster carrier protein
BNHKIBDC_00784	ftsH_1	ATP-dependent zinc metalloprotease FtsH
BNHKIBDC_00816	ftsH_2	ATP-dependent zinc metalloprotease FtsH
BNHKIBDC_01032	egtC	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
BNHKIBDC_01044	hpsN	Sulfopropanediol 3-dehydrogenase
BNHKIBDC_01109	BNHKIBDC_01109	Zinc-type alcohol dehydrogenase-like protein
BNHKIBDC_01149	sseA	3-mercaptopyruvate sulfurtransferase
BNHKIBDC_01170	phsA	Thiosulfate reductase molybdopterin-containing subunit PhsA
BNHKIBDC_01203	resA_3	Thiol-disulfide oxidoreductase ResA
BNHKIBDC_01321	sdhB	Succinate dehydrogenase iron-sulfur subunit
BNHKIBDC_01480	fadF	putative iron-sulfur-binding oxidoreductase FadF
BNHKIBDC_01505	dsrE2_1	Sulfur carrier protein DsrE2
BNHKIBDC_01523	tusA	Sulfur carrier protein TusA
BNHKIBDC_01633	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB
BNHKIBDC_01724	dsvC	Sulfite reductase%2C dissimilatory-type subunit gamma
BNHKIBDC_01725	dsrE2_2	Sulfur carrier protein DsrE2
BNHKIBDC_01769	petC	Cytochrome b6-f complex iron-sulfur subunit
BNHKIBDC_01771	fdhD	Sulfur carrier protein FdhD
BNHKIBDC_01952	cysO_1	Sulfur carrier protein CysO
BNHKIBDC_01955	ftsH_3	ATP-dependent zinc metalloprotease FtsH
BNHKIBDC_02100	msrA	Peptide methionine sulfoxide reductase MsrA
BNHKIBDC_02171	iscS	Cysteine desulfurase IscS
BNHKIBDC_02232	ricR	Copper-sensing transcriptional repressor RicR
BNHKIBDC_02279	cysM	O-phosphoserine sulfhydrylase
BNHKIBDC_02280	cysO_2	Sulfur carrier protein CysO
HGBIKLNO_00078	resA_1	Thiol-disulfide oxidoreductase ResA
HGBIKLNO_00079	resA_2	Thiol-disulfide oxidoreductase ResA
HGBIKLNO_00124	ftsH	ATP-dependent zinc metalloprotease FtsH
HGBIKLNO_00177	petC_1	Cytochrome b6-f complex iron-sulfur subunit
HGBIKLNO_00205	erpA	Iron-sulfur cluster insertion protein ErpA
HGBIKLNO_00312	tusA_1	Sulfur carrier protein TusA
HGBIKLNO_00474	aniA	Copper-containing nitrite reductase
HGBIKLNO_00519	czcB	Cobalt-zinc-cadmium resistance protein CzcB
HGBIKLNO_00520	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
HGBIKLNO_00536	copA	Copper-exporting P-type ATPase
HGBIKLNO_00588	iscS_1	Cysteine desulfurase IscS
HGBIKLNO_00589	iscU	Iron-sulfur cluster assembly scaffold protein IscU
HGBIKLNO_00596	apbC	Iron-sulfur cluster carrier protein
HGBIKLNO_00613	HGBIKLNO_00613	putative zinc protease
HGBIKLNO_00614	HGBIKLNO_00614	putative zinc protease
HGBIKLNO_00645	ttuA	tRNA-5-methyluridine(54) 2-sulfurtransferase
HGBIKLNO_00722	fieF	Ferrous-iron efflux pump FieF
HGBIKLNO_00735	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
HGBIKLNO_00737	cysO	Sulfur carrier protein CysO
HGBIKLNO_00739	ttuC	Sulfur carrier protein adenylyltransferase
HGBIKLNO_00851	resA_3	Thiol-disulfide oxidoreductase ResA
HGBIKLNO_00886	petC_2	Cytochrome b6-f complex iron-sulfur subunit
HGBIKLNO_00896	HGBIKLNO_00896	putative zinc protease
HGBIKLNO_01015	tusA_2	Sulfur carrier protein TusA
HGBIKLNO_01092	iscS_2	Cysteine desulfurase IscS
HGBIKLNO_01299	safD	Sulfoacetaldehyde dehydrogenase
HGBIKLNO_01336	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
HGBIKLNO_01350	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
HGBIKLNO_01555	efeU	Ferrous iron permease EfeU
HGBIKLNO_01785	sir	Sulfite reductase [ferredoxin]
HGBIKLNO_01796	zur	Zinc uptake regulation protein
HGBIKLNO_01800	aprA	Adenylylsulfate reductase subunit alpha
HGBIKLNO_01801	aprB	Adenylylsulfate reductase subunit beta
HGBIKLNO_01802	sat	Sulfate adenylyltransferase
HOEIFEGG_00010	acsE	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
HOEIFEGG_00071	mrp_1	Iron-sulfur cluster carrier protein
HOEIFEGG_00073	nifS_1	Cysteine desulfurase NifS
HOEIFEGG_00077	resA_1	Thiol-disulfide oxidoreductase ResA
HOEIFEGG_00233	ideR	Iron-dependent repressor IdeR
HOEIFEGG_00481	rip1	Zinc metalloprotease Rip1
HOEIFEGG_00669	ftsH_1	ATP-dependent zinc metalloprotease FtsH
HOEIFEGG_00705	resA_2	Thiol-disulfide oxidoreductase ResA
HOEIFEGG_00716	cysC	putative adenylyl-sulfate kinase
HOEIFEGG_00718	cysD	Sulfate adenylyltransferase subunit 2
HOEIFEGG_00781	cysW	Sulfate transport system permease protein CysW
HOEIFEGG_00824	rip3	Putative zinc metalloprotease Rip3
HOEIFEGG_00876	qcrA	Cytochrome bc1 complex Rieske iron-sulfur subunit
HOEIFEGG_00949	zitB	Zinc transporter ZitB
HOEIFEGG_00954	csd_1	putative cysteine desulfurase
HOEIFEGG_00955	sufU	Zinc-dependent sulfurtransferase SufU
HOEIFEGG_00959	HOEIFEGG_00959	putative zinc protease
HOEIFEGG_01018	csd_2	putative cysteine desulfurase
HOEIFEGG_01107	msrB	Peptide methionine sulfoxide reductase MsrB
HOEIFEGG_01152	fdhD	Sulfur carrier protein FdhD
HOEIFEGG_01223	fdnH	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit
HOEIFEGG_01293	HOEIFEGG_01293	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
HOEIFEGG_01329	zur	Zinc uptake regulation protein
HOEIFEGG_01335	fadF	putative iron-sulfur-binding oxidoreductase FadF
HOEIFEGG_01503	baeB	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
HOEIFEGG_01539	cysM	O-phosphoserine sulfhydrylase
HOEIFEGG_01630	comB	2-phosphosulfolactate phosphatase
HOEIFEGG_01703	nifS_2	Cysteine desulfurase NifS
HOEIFEGG_01879	cysO	Sulfur carrier protein CysO
HOEIFEGG_01888	glpE	Thiosulfate sulfurtransferase GlpE
HOEIFEGG_01924	ftsH_2	ATP-dependent zinc metalloprotease FtsH
HOEIFEGG_01938	sufS	Cysteine desulfurase SufS
HOEIFEGG_02232	mrp_2	Iron-sulfur cluster carrier protein
FONCPALN_00070	fccB	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
FONCPALN_00138	irpA	Iron-regulated protein A
FONCPALN_00232	ftsH	ATP-dependent zinc metalloprotease FtsH
FONCPALN_00312	dsbB	Disulfide bond formation protein B
FONCPALN_00385	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
FONCPALN_00624	resA_1	Thiol-disulfide oxidoreductase ResA
FONCPALN_00668	glpE	Thiosulfate sulfurtransferase GlpE
FONCPALN_00790	FONCPALN_00790	putative zinc protease
FONCPALN_00883	erpA_1	Iron-sulfur cluster insertion protein ErpA
FONCPALN_00892	safD	Sulfoacetaldehyde dehydrogenase
FONCPALN_00980	fdhD	Sulfur carrier protein FdhD
FONCPALN_00988	fdhB1	Formate dehydrogenase iron-sulfur subunit
FONCPALN_01021	msrB_1	Peptide methionine sulfoxide reductase MsrB
FONCPALN_01074	xsc	Sulfoacetaldehyde acetyltransferase
FONCPALN_01155	resA_2	Thiol-disulfide oxidoreductase ResA
FONCPALN_01225	tusA	Sulfur carrier protein TusA
FONCPALN_01241	cysD	Sulfate adenylyltransferase subunit 2
FONCPALN_01242	cysH	Thioredoxin-dependent 5'-adenylylsulfate reductase
FONCPALN_01244	sir	Sulfite reductase [ferredoxin]
FONCPALN_01331	moaD	Molybdopterin synthase sulfur carrier subunit
FONCPALN_01587	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
FONCPALN_01692	apbC	Iron-sulfur cluster carrier protein
FONCPALN_01810	ttcA	tRNA-cytidine(32) 2-sulfurtransferase
FONCPALN_01814	dsbA	Thiol:disulfide interchange protein DsbA
FONCPALN_01882	copA	putative copper-importing P-type ATPase A
FONCPALN_01886	yjcS	Putative alkyl/aryl-sulfatase YjcS
FONCPALN_01900	idiA	Iron deficiency-induced protein A
FONCPALN_01910	metZ	O-succinylhomoserine sulfhydrylase
FONCPALN_01942	dsbE	Thiol:disulfide interchange protein DsbE
FONCPALN_02028	soxA	L-cysteine S-thiosulfotransferase subunit SoxA
FONCPALN_02182	cyaY	Iron-sulfur cluster assembly protein CyaY
FONCPALN_02190	dsbD	Thiol:disulfide interchange protein DsbD
FONCPALN_02246	FONCPALN_02246	Iron-sulfur cluster carrier protein
FONCPALN_02258	cysC	putative adenylyl-sulfate kinase
FONCPALN_02331	msrA2	Peptide methionine sulfoxide reductase MsrA 2
FONCPALN_02361	sdhB	Succinate dehydrogenase iron-sulfur subunit
FONCPALN_02396	msrB_2	Peptide methionine sulfoxide reductase MsrB
FONCPALN_02397	msrA	Peptide methionine sulfoxide reductase MsrA
FONCPALN_02587	zupT	Zinc transporter ZupT
FONCPALN_02601	iscS	Cysteine desulfurase IscS
FONCPALN_02602	iscU	Iron-sulfur cluster assembly scaffold protein IscU
FONCPALN_02603	iscA	Iron-binding protein IscA
FONCPALN_02610	yghU	Disulfide-bond oxidoreductase YghU
FONCPALN_02663	psrA	Polysulfide reductase chain A
FONCPALN_02758	erpA_2	Iron-sulfur cluster insertion protein ErpA
LPEMCJAM_00072	copA_1	putative copper-importing P-type ATPase A
LPEMCJAM_00080	dsbE	Thiol:disulfide interchange protein DsbE
LPEMCJAM_00110	glpE_1	Thiosulfate sulfurtransferase GlpE
LPEMCJAM_00273	zupT	Zinc transporter ZupT
LPEMCJAM_00322	sir	Sulfite reductase [ferredoxin]
LPEMCJAM_00324	cysH	Thioredoxin-dependent 5'-adenylylsulfate reductase
LPEMCJAM_00325	cysD	Sulfate adenylyltransferase subunit 2
LPEMCJAM_00404	qrcC	Menaquinone reductase%2C iron-sulfur cluster-binding subunit
LPEMCJAM_00497	sseB	Putative thiosulfate sulfurtransferase SseB
LPEMCJAM_00524	msrP_1	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
LPEMCJAM_00569	ssuC	Putative aliphatic sulfonates transport permease protein SsuC
LPEMCJAM_00573	resA_1	Thiol-disulfide oxidoreductase ResA
LPEMCJAM_00642	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
LPEMCJAM_00643	msrQ	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
LPEMCJAM_00702	dsbA	Thiol:disulfide interchange protein DsbA
LPEMCJAM_00824	petA	Ubiquinol-cytochrome c reductase iron-sulfur subunit
LPEMCJAM_00911	czcB	Cobalt-zinc-cadmium resistance protein CzcB
LPEMCJAM_00912	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
LPEMCJAM_00915	sufU	Zinc-dependent sulfurtransferase SufU
LPEMCJAM_00916	sufS	Cysteine desulfurase SufS
LPEMCJAM_00973	glpE_2	Thiosulfate sulfurtransferase GlpE
LPEMCJAM_00974	LPEMCJAM_00974	Sulfide-quinone reductase
LPEMCJAM_00990	tusE_1	Sulfurtransferase TusE
LPEMCJAM_00992	dsrF	Intracellular sulfur oxidation protein DsrF
LPEMCJAM_00993	dsrE	Putative sulfurtransferase DsrE
LPEMCJAM_00994	dsvB	Sulfite reductase%2C dissimilatory-type subunit beta
LPEMCJAM_00995	dsvA	Sulfite reductase%2C dissimilatory-type subunit alpha
LPEMCJAM_00998	tusE_2	Sulfurtransferase TusE
LPEMCJAM_00999	tusA_1	Sulfur carrier protein TusA
LPEMCJAM_01004	dsrE2	Sulfur carrier protein DsrE2
LPEMCJAM_01005	tusA_2	Sulfur carrier protein TusA
LPEMCJAM_01031	actP_2	Copper-transporting P-type ATPase
LPEMCJAM_01215	sdhB	Succinate dehydrogenase iron-sulfur subunit
LPEMCJAM_01250	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
LPEMCJAM_01322	erpA	Iron-sulfur cluster insertion protein ErpA
LPEMCJAM_01365	dsbD	Thiol:disulfide interchange protein DsbD
LPEMCJAM_01383	metZ	O-succinylhomoserine sulfhydrylase
LPEMCJAM_01410	resA_2	Thiol-disulfide oxidoreductase ResA
LPEMCJAM_01474	ftsH	ATP-dependent zinc metalloprotease FtsH
LPEMCJAM_01489	ttcA	tRNA-cytidine(32) 2-sulfurtransferase
LPEMCJAM_01524	rip3	Putative zinc metalloprotease Rip3
LPEMCJAM_01546	efeU	Ferrous iron permease EfeU
LPEMCJAM_01588	apbC	Iron-sulfur cluster carrier protein
LPEMCJAM_01610	iscA	Iron-binding protein IscA
LPEMCJAM_01662	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
LPEMCJAM_01671	copA_2	Copper resistance protein A
LPEMCJAM_01702	yfcG	Disulfide-bond oxidoreductase YfcG
LPEMCJAM_01710	fdhD	Sulfur carrier protein FdhD
LPEMCJAM_01837	tusE_3	Sulfurtransferase TusE
LPEMCJAM_01918	soeC	Sulfite dehydrogenase subunit C
LPEMCJAM_01919	soeB	Sulfite dehydrogenase subunit B
LPEMCJAM_01920	soeA	Sulfite dehydrogenase subunit A
EPMNMPJM_00060	resA_1	Thiol-disulfide oxidoreductase ResA
EPMNMPJM_00107	comB	putative 2-phosphosulfolactate phosphatase
EPMNMPJM_00171	ftsH_1	ATP-dependent zinc metalloprotease FtsH
EPMNMPJM_00255	ssuC	Putative aliphatic sulfonates transport permease protein SsuC
EPMNMPJM_00266	efeU	Ferrous iron permease EfeU
EPMNMPJM_00267	ideR_1	Iron-dependent repressor IdeR
EPMNMPJM_00284	ideR_2	Iron-dependent repressor IdeR
EPMNMPJM_00366	dsrE2	Sulfur carrier protein DsrE2
EPMNMPJM_00423	yitD	Phosphosulfolactate synthase
EPMNMPJM_00494	cysK1	O-acetylserine sulfhydrylase
EPMNMPJM_00627	glpE	Thiosulfate sulfurtransferase GlpE
EPMNMPJM_00628	EPMNMPJM_00628	Sulfurtransferase
EPMNMPJM_00647	sufS_1	Cysteine desulfurase
EPMNMPJM_00651	resA_2	Thiol-disulfide oxidoreductase ResA
EPMNMPJM_00704	sufU	Zinc-dependent sulfurtransferase SufU
EPMNMPJM_00705	sufS_2	Cysteine desulfurase SufS
EPMNMPJM_00988	EPMNMPJM_00988	Iron-sulfur cluster carrier protein
EPMNMPJM_01015	csd	putative cysteine desulfurase
EPMNMPJM_01077	csoR	Copper-sensing transcriptional repressor CsoR
EPMNMPJM_01146	msrC	Free methionine-R-sulfoxide reductase
EPMNMPJM_01147	EPMNMPJM_01147	O-acetyl-L-homoserine sulfhydrylase
EPMNMPJM_01245	iscS	Cysteine desulfurase IscS
EPMNMPJM_01272	cysP	Sulfate permease CysP
EPMNMPJM_01312	copZ	Copper chaperone CopZ
EPMNMPJM_01313	copA_1	Copper-exporting P-type ATPase
EPMNMPJM_01378	sauU_1	putative sulfoacetate transporter SauU
EPMNMPJM_01394	yihV	Sulfofructose kinase
EPMNMPJM_01543	tsaC1	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
EPMNMPJM_01544	safD	Sulfoacetaldehyde dehydrogenase
EPMNMPJM_01663	egtC	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
EPMNMPJM_01690	EPMNMPJM_01690	Zinc-type alcohol dehydrogenase-like protein
EPMNMPJM_01694	sat	Sulfate adenylyltransferase
EPMNMPJM_01714	tsdA	Thiosulfate dehydrogenase
EPMNMPJM_01732	EPMNMPJM_01732	putative zinc protease
EPMNMPJM_01759	metZ	O-succinylhomoserine sulfhydrylase
EPMNMPJM_01780	dsbD	Thiol:disulfide interchange protein DsbD
EPMNMPJM_01783	copA_2	Copper-exporting P-type ATPase
EPMNMPJM_02002	ftsH_2	ATP-dependent zinc metalloprotease FtsH
EPMNMPJM_02201	resA_3	Thiol-disulfide oxidoreductase ResA
EPMNMPJM_02236	mrp	Iron-sulfur cluster carrier protein
EPMNMPJM_02274	tusA	Sulfur carrier protein TusA
EPMNMPJM_02314	msrA2	Peptide methionine sulfoxide reductase MsrA 2
EPMNMPJM_02320	petC	Cytochrome b6-f complex iron-sulfur subunit
EPMNMPJM_02389	sauU_2	putative sulfoacetate transporter SauU
PMGPECHB_00039	ftsH_1	ATP-dependent zinc metalloprotease FtsH
PMGPECHB_00040	ftsH_2	ATP-dependent zinc metalloprotease FtsH
PMGPECHB_00073	resA_1	Thiol-disulfide oxidoreductase ResA
PMGPECHB_00138	ftsH_3	ATP-dependent zinc metalloprotease FtsH
PMGPECHB_00262	PMGPECHB_00262	6-deoxy-6-sulfogluconolactonase
PMGPECHB_00294	msrB_1	Peptide methionine sulfoxide reductase MsrB
PMGPECHB_00296	fetA	putative iron export ATP-binding protein FetA
PMGPECHB_00297	fetB	putative iron export permease protein FetB
PMGPECHB_00298	ftsH_4	ATP-dependent zinc metalloprotease FtsH
PMGPECHB_00314	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PMGPECHB_00333	dorA	Dimethyl sulfoxide/trimethylamine N-oxide reductase
PMGPECHB_00424	scdA	Iron-sulfur cluster repair protein ScdA
PMGPECHB_00527	ricR	Copper-sensing transcriptional repressor RicR
PMGPECHB_00582	PMGPECHB_00582	putative sulfate transporter
PMGPECHB_00674	iscS	Cysteine desulfurase IscS
PMGPECHB_00749	hsaC	Iron-dependent extradiol dioxygenase
PMGPECHB_00775	sseB	Putative thiosulfate sulfurtransferase SseB
