rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_6712_length_15890_cov_6.584591	1	15890	122	5880	37.0044	0.575708	35.6	39.7
NODE_6857_length_15638_cov_6.016236	1	15638	122	4575	29.2557	0.443983	35.7	30.3
NODE_6866_length_15622_cov_6.716323	1	15622	63	3991	25.5473	0.384842	36.1	41.1
NODE_7101_length_15191_cov_6.798494	1	15191	66	4728	31.1237	0.394181	35.7	43.3
NODE_7273_length_14937_cov_6.992609	1	14937	109	3805	25.4737	0.421035	35.8	32.7
NODE_7360_length_14812_cov_7.685302	1	14812	50	3668	24.7637	0.295436	35.7	37.8
NODE_7408_length_14741_cov_6.971878	1	14741	67	5440	36.9039	0.509599	36	48.5
NODE_8067_length_13749_cov_6.667811	1	13749	100	3188	23.1871	0.60368	36	45.7
NODE_8090_length_13711_cov_7.424063	1	13711	62	4113	29.9978	0.430166	35.7	44.7
NODE_8109_length_13685_cov_8.276596	1	13685	86	4775	34.8922	0.478261	35.6	43.7
NODE_8130_length_13660_cov_8.656009	1	13660	35	3850	28.1845	0.336823	36.4	54.3
NODE_8147_length_13632_cov_6.412831	1	13632	60	3696	27.1127	0.335681	35.6	38.8
NODE_8392_length_13309_cov_6.625924	1	13309	54	3384	25.4264	0.3152	36.1	45.2
NODE_8567_length_13067_cov_7.178374	1	13067	77	4548	34.8052	0.449223	35.8	38.2
NODE_8741_length_12849_cov_6.596686	1	12849	39	3939	30.6561	0.394583	35.8	57.3
NODE_8815_length_12759_cov_6.600677	1	12759	35	4071	31.9069	0.350184	35.9	52.9
NODE_9017_length_12485_cov_7.651006	1	12485	85	4585	36.7241	0.534561	35.8	37.2
NODE_9027_length_12477_cov_7.431251	1	12477	82	4729	37.9017	0.504849	35.9	33.5
NODE_9124_length_12360_cov_6.913937	1	12360	45	3619	29.2799	0.399919	35.9	48
NODE_9416_length_12064_cov_7.971188	1	12064	61	4400	36.4721	0.46933	35.5	37.3
NODE_9448_length_12028_cov_7.264846	1	12028	54	4495	37.3711	0.503159	35.9	48.4
NODE_9513_length_11971_cov_7.188654	1	11971	58	4710	39.3451	0.540389	35.9	52.2
NODE_9725_length_11748_cov_7.464637	1	11748	70	3986	33.9292	0.510129	35.8	36.7
NODE_9795_length_11669_cov_7.308765	1	11669	45	3452	29.5827	0.353844	35.4	45.2
NODE_9834_length_11636_cov_7.137467	1	11636	83	4198	36.0777	0.534634	36.1	45.7
NODE_10110_length_11363_cov_6.475593	1	11363	39	3689	32.465	0.468098	35.1	58.6
NODE_10122_length_11353_cov_6.778810	1	11353	40	3754	33.0661	0.42262	35.9	54.5
NODE_10230_length_11263_cov_7.152748	1	11263	127	4190	37.2015	0.62621	36.3	32.5
NODE_10640_length_10914_cov_6.785892	1	10914	45	3352	30.7128	0.414697	35.9	45.3
NODE_10641_length_10914_cov_6.474721	1	10914	47	3684	33.7548	0.495602	36.1	50.6
NODE_10653_length_10901_cov_5.801217	1	10901	38	3835	35.1803	0.419503	36.2	52.4
NODE_11005_length_10612_cov_7.092356	1	10612	46	3267	30.7859	0.405202	35.1	45.2
NODE_11121_length_10519_cov_6.504205	1	10519	57	3686	35.0414	0.477612	35.3	42.9
NODE_11208_length_10450_cov_6.243771	1	10450	40	2612	24.9952	0.301914	35.7	34
NODE_11281_length_10375_cov_6.780233	1	10375	65	2598	25.041	0.412048	35.2	28
NODE_11378_length_10310_cov_7.644856	1	10310	54	5073	49.2047	0.675461	35.8	53.4
NODE_11400_length_10296_cov_7.494385	1	10296	48	4414	42.871	0.498155	35.4	45
NODE_11402_length_10296_cov_6.522898	1	10296	73	3990	38.7529	0.533994	36.2	32.2
NODE_11433_length_10263_cov_6.675647	1	10263	77	3235	31.521	0.492838	35.6	40
NODE_11464_length_10248_cov_6.883744	1	10248	55	3452	33.6846	0.531518	35.7	49
NODE_11528_length_10200_cov_6.871365	1	10200	104	3904	38.2745	0.590392	35.5	28.9
NODE_11586_length_10156_cov_8.059598	1	10156	30	2178	21.4455	0.297066	35.5	43.2
NODE_11850_length_9966_cov_6.896176	1	9966	86	3775	37.8788	0.564319	35.3	35.9
NODE_11889_length_9939_cov_6.497369	1	9939	78	2312	23.2619	0.397927	35.9	33.8
NODE_11953_length_9895_cov_7.424085	1	9895	35	3130	31.6321	0.409298	35.8	55.4
NODE_11980_length_9879_cov_6.731372	1	9879	45	3346	33.8698	0.43385	36.2	42.8
NODE_11992_length_9870_cov_6.975446	1	9870	53	3471	35.1672	0.446505	35.2	50.1
NODE_12035_length_9838_cov_5.710825	1	9838	77	3683	37.4365	0.663854	35.7	41.2
NODE_12092_length_9806_cov_7.410830	1	9806	71	4395	44.8195	0.635937	35.3	37.2
NODE_12132_length_9776_cov_5.788396	1	9776	32	2950	30.1759	0.33838	35.9	46.2
NODE_12170_length_9751_cov_6.606745	1	9751	73	2530	25.9461	0.46385	35.7	33.7
NODE_12187_length_9743_cov_5.673927	1	9743	29	2763	28.3588	0.339526	35.6	47.2
NODE_12383_length_9612_cov_5.983363	1	9612	36	1857	19.3196	0.289534	36	42.1
NODE_12521_length_9518_cov_5.701892	1	9518	110	2828	29.7121	0.533095	36	33.9
NODE_12721_length_9392_cov_6.906180	1	9392	41	3755	39.9808	0.502875	35.9	48.2
NODE_12746_length_9372_cov_8.355694	1	9372	71	3166	33.7815	0.495945	35.8	39.4
NODE_12761_length_9358_cov_6.731377	1	9358	41	2744	29.3225	0.378286	36.1	41.9
NODE_12771_length_9350_cov_6.587951	1	9350	65	3128	33.4545	0.44246	35.9	42.3
NODE_12899_length_9248_cov_6.821386	1	9248	27	2061	22.2859	0.261354	35.7	39.4
NODE_12963_length_9210_cov_7.358274	1	9210	41	4404	47.8176	0.583279	35.9	55.4
NODE_12965_length_9209_cov_6.007428	1	9209	35	3498	37.9846	0.482463	34.6	55.5
NODE_13138_length_9111_cov_7.425905	1	9111	50	2924	32.0931	0.450664	36	44.2
NODE_13846_length_8710_cov_7.243328	1	8710	28	2387	27.4053	0.357865	35.8	52.3
NODE_14230_length_8500_cov_6.766489	1	8500	33	3066	36.0706	0.453882	35.6	56.8
NODE_14280_length_8471_cov_6.747148	1	8471	56	4104	48.4476	0.628851	35.4	41.1
NODE_14410_length_8403_cov_6.270963	1	8403	42	3381	40.2356	0.550042	36.1	46.7
NODE_14436_length_8391_cov_6.978887	1	8391	59	3463	41.2704	0.674532	35.9	52.6
NODE_14709_length_8270_cov_6.425320	1	8270	29	2801	33.8694	0.430955	35.8	50.1
NODE_15009_length_8118_cov_6.472529	1	8118	35	3670	45.2082	0.501848	36.1	51.9
NODE_15101_length_8080_cov_6.367975	1	8080	46	3426	42.401	0.591337	35.6	47.3
NODE_15114_length_8071_cov_7.067615	1	8071	23	1929	23.9004	0.2986	36.2	44.3
NODE_15147_length_8054_cov_6.304788	1	8054	40	2849	35.3737	0.486218	36.2	46
NODE_15338_length_7971_cov_6.068848	1	7971	39	2186	27.4244	0.375486	35.8	35.7
NODE_15908_length_7726_cov_6.501369	1	7726	96	3032	39.2441	0.635646	35.9	36.2
NODE_16170_length_7617_cov_6.647844	1	7617	50	3028	39.7532	0.521334	35.7	37
NODE_16284_length_7567_cov_6.789271	1	7567	32	2327	30.7519	0.398969	35.6	40
NODE_16410_length_7514_cov_6.762435	1	7514	45	2397	31.9005	0.410567	36.4	49
NODE_16451_length_7496_cov_6.779196	1	7496	41	1533	20.4509	0.359258	36	42.3
NODE_16580_length_7452_cov_6.267135	1	7452	21	2257	30.2872	0.404187	35.4	60
NODE_17106_length_7238_cov_6.375191	1	7238	60	2756	38.0768	0.856176	35.9	38.3
NODE_17116_length_7234_cov_7.109904	1	7234	43	3253	44.9682	0.754078	36	52.9
NODE_17118_length_7233_cov_7.409863	1	7233	38	2965	40.9927	0.644269	36.3	54.6
NODE_17393_length_7132_cov_5.908577	1	7132	32	2886	40.4655	0.567302	35.6	58.6
NODE_17541_length_7085_cov_5.979374	1	7085	33	2027	28.6097	0.366408	35.9	47.4
NODE_17547_length_7082_cov_6.663299	1	7082	42	3792	53.5442	0.815871	35.3	54.7
NODE_17714_length_7024_cov_6.700387	1	7024	19	2078	29.5843	0.368451	35.9	57.9
NODE_17738_length_7017_cov_7.095519	1	7017	22	1811	25.8088	0.321505	35.9	41.4
NODE_17816_length_6990_cov_5.375631	1	6990	28	2907	41.588	0.513591	35.8	52.1
NODE_17864_length_6972_cov_5.704352	1	6972	34	2555	36.6466	0.525531	35.6	47.3
NODE_18103_length_6884_cov_6.534046	1	6884	21	1803	26.1912	0.344277	36.4	52.1
NODE_18188_length_6854_cov_6.699809	1	6854	48	3842	56.0549	0.780128	35.6	48.8
NODE_18198_length_6850_cov_7.481531	1	6850	22	2173	31.7226	0.377372	36.5	48.6
NODE_18259_length_6827_cov_5.305080	1	6827	13	532	7.79259	0.132269	36.3	22.8
NODE_18314_length_6810_cov_6.409771	1	6810	72	2041	29.9706	0.713216	35.9	21.5
NODE_18335_length_6801_cov_6.299585	1	6801	72	2359	34.6861	0.666961	35.7	35.2
NODE_18585_length_6732_cov_6.160851	1	6732	21	2225	33.0511	0.429293	36.3	54.3
NODE_18679_length_6704_cov_6.728681	1	6704	63	2029	30.2655	0.476283	36	31.3
NODE_18693_length_6700_cov_6.446652	1	6700	48	3686	55.0149	0.72403	35.9	44.9
NODE_18766_length_6678_cov_6.774422	1	6678	26	1151	17.2357	0.270291	36.3	47.9
NODE_18798_length_6669_cov_6.851073	1	6669	25	1790	26.8406	0.387164	35.7	42.8
NODE_18939_length_6625_cov_6.560274	1	6625	27	1526	23.034	0.31834	36.2	47.3
NODE_19188_length_6551_cov_8.166256	1	6551	34	2435	37.1699	0.539918	35.9	42.6
NODE_19371_length_6491_cov_6.870727	1	6491	68	2681	41.3033	0.572331	36	33.8
NODE_20425_length_6200_cov_7.411554	1	6200	35	1759	28.371	0.413548	35.9	38.9
NODE_20559_length_6169_cov_6.591266	1	6169	27	1923	31.172	0.44448	35.5	45.5
NODE_21023_length_6056_cov_6.420097	1	6056	24	1818	30.0198	0.41463	34.7	48.5
NODE_21126_length_6026_cov_6.118741	1	6026	28	2212	36.7076	0.480418	35.7	48.1
NODE_21186_length_6013_cov_7.113293	1	6013	11	1586	26.3762	0.274405	36.1	60
NODE_21416_length_5959_cov_5.630420	1	5959	49	1889	31.6999	0.438161	36.1	34
NODE_21534_length_5933_cov_6.321708	1	5933	26	1516	25.552	0.381089	36.2	41.8
NODE_21761_length_5873_cov_6.264352	1	5873	21	1284	21.8628	0.292525	35.6	45.1
NODE_21842_length_5852_cov_6.105917	1	5852	35	1842	31.4764	0.437457	35.5	38.6
NODE_22250_length_5761_cov_7.608482	1	5761	17	2132	37.0075	0.441416	34.6	59.7
NODE_22312_length_5745_cov_6.985764	1	5745	55	2904	50.5483	0.715405	36.1	43.1
NODE_22810_length_5639_cov_7.327006	1	5639	20	1942	34.4387	0.421351	36	50.9
NODE_22900_length_5616_cov_7.582809	1	5616	34	1479	26.3355	0.396011	34.5	33.6
NODE_23214_length_5549_cov_6.618857	1	5549	20	1520	27.3923	0.394305	36.2	46.6
NODE_23293_length_5534_cov_6.473992	1	5534	28	2344	42.3563	0.597579	36	50.4
NODE_23337_length_5525_cov_6.117916	1	5525	22	1723	31.1855	0.365973	34.7	43.7
NODE_23492_length_5493_cov_3.513424	1	5493	11	1064	19.3701	0.204078	36.2	49.8
NODE_23654_length_5455_cov_7.217778	1	5455	28	1437	26.3428	0.349038	34.8	45.8
NODE_23739_length_5439_cov_6.597511	1	5439	43	2380	43.758	0.668689	35.9	46.4
NODE_23795_length_5424_cov_7.165766	1	5424	16	1745	32.1718	0.394174	35.8	57.5
NODE_23977_length_5390_cov_6.326710	1	5390	36	2709	50.2597	0.768831	35.7	45.7
NODE_24004_length_5384_cov_6.749109	1	5384	40	1585	29.4391	0.433692	35.5	42
NODE_24390_length_5312_cov_4.864181	1	5312	8	1001	18.8441	0.222703	36.6	60
NODE_24483_length_5295_cov_6.445802	1	5295	38	1526	28.8196	0.439849	35.6	43.8
NODE_24522_length_5290_cov_7.083668	1	5290	24	1315	24.8582	0.339887	36.2	30
NODE_24914_length_5218_cov_6.859384	1	5218	15	1535	29.4174	0.380989	35.8	52
NODE_25052_length_5191_cov_6.846379	1	5191	16	1528	29.4356	0.366403	34.4	58.2
NODE_25421_length_5129_cov_7.174419	1	5129	32	936	18.2492	0.276857	36.2	41.5
NODE_25516_length_5113_cov_6.875247	1	5113	41	1809	35.3804	0.523959	35.8	33.5
NODE_25526_length_5110_cov_7.262710	1	5110	115	1603	31.3699	1.76771	35.8	32.9
NODE_26015_length_5022_cov_8.483592	1	5022	164	1228	24.4524	1.3399	36.2	42
NODE_26022_length_5021_cov_7.526379	1	5021	53	1894	37.7216	0.594105	35.3	41.8
NODE_26255_length_4981_cov_6.187779	1	4981	26	1939	38.9279	0.655089	36.4	50.8
NODE_26282_length_4977_cov_6.722064	1	4977	9	1063	21.3582	0.271248	35.3	60
NODE_26285_length_4976_cov_6.965251	1	4976	26	1971	39.6101	0.520498	36.5	46.2
NODE_26507_length_4939_cov_7.454545	1	4939	27	2143	43.3894	0.568739	35.2	45.9
NODE_26691_length_4906_cov_7.023500	1	4906	24	2203	44.9042	0.573991	36.4	48.3
NODE_26932_length_4869_cov_6.787910	1	4869	53	2583	53.0499	0.884165	36.1	46.8
NODE_27263_length_4825_cov_5.897904	1	4825	38	2711	56.1865	0.841036	36.1	54.1
NODE_27317_length_4817_cov_6.428811	1	4817	38	2140	44.426	0.64563	34.7	44.9
NODE_27392_length_4805_cov_8.777895	1	4805	29	1282	26.6805	0.337149	36.1	24.9
NODE_27420_length_4801_cov_7.720396	1	4801	12	1099	22.8911	0.266195	36.5	47.2
NODE_27460_length_4793_cov_7.406712	1	4793	32	2614	54.5379	0.809097	35.1	50.5
NODE_27871_length_4732_cov_9.406457	1	4732	23	1793	37.891	0.592139	36.5	55.3
NODE_28018_length_4710_cov_6.605371	1	4710	26	2221	47.155	0.599788	36.1	55
NODE_28032_length_4708_cov_5.843112	1	4708	16	1084	23.0246	0.301614	36.3	49.8
NODE_28058_length_4705_cov_7.297849	1	4705	19	1417	30.1169	0.358555	36.6	40.1
NODE_28270_length_4675_cov_6.165368	1	4675	19	2314	49.4973	0.586738	35.5	56.8
NODE_28541_length_4632_cov_7.137645	1	4632	51	1516	32.7288	0.584845	35.2	36.4
NODE_28732_length_4602_cov_7.876842	1	4602	20	1872	40.678	0.456323	35.4	49
NODE_28971_length_4570_cov_3.111406	1	4570	8	80	1.75055	0.0345733	36.8	36
NODE_29092_length_4554_cov_7.342076	1	4554	19	2030	44.5762	0.625823	35.3	60
NODE_29198_length_4540_cov_7.941583	1	4540	33	2528	55.6828	0.729295	35.7	38.5
NODE_29296_length_4528_cov_9.105522	1	4528	16	1487	32.8401	0.414311	35.5	50
NODE_29370_length_4516_cov_4.973773	1	4516	2	20	0.44287	0.0088574	37	46
NODE_29791_length_4460_cov_7.031101	1	4460	19	1913	42.8924	0.539686	36.5	55.5
NODE_29901_length_4445_cov_7.020273	1	4445	14	1610	36.2205	0.472441	35.4	57
NODE_30047_length_4428_cov_5.982621	1	4428	27	1499	33.8528	0.638437	35.9	50.1
NODE_30335_length_4392_cov_7.820383	1	4392	8	606	13.7978	0.154144	36	30.2
NODE_30372_length_4388_cov_5.656358	1	4388	16	1937	44.1431	0.483364	35.8	57.5
NODE_30686_length_4351_cov_6.945298	1	4351	18	1854	42.6109	0.500345	36.3	55.6
NODE_30893_length_4328_cov_5.162415	1	4328	28	1518	35.0739	0.505083	36.2	42.8
NODE_31091_length_4308_cov_7.417352	1	4308	20	1525	35.3993	0.415738	35.4	46.2
NODE_31593_length_4247_cov_6.674618	1	4247	6	829	19.5197	0.211914	35.3	60
NODE_31676_length_4237_cov_8.485892	1	4237	33	1881	44.3946	0.550861	35.9	45.2
NODE_31717_length_4233_cov_5.824557	1	4233	16	1799	42.4994	0.443185	35.9	53.8
NODE_31763_length_4228_cov_6.416487	1	4228	9	947	22.3983	0.257332	36.4	55.6
NODE_32115_length_4188_cov_5.630293	1	4188	13	915	21.8481	0.272206	36.3	40.3
NODE_32965_length_4097_cov_7.051954	1	4097	32	1920	46.8636	0.71833	35.2	52.5
NODE_33023_length_4090_cov_5.946716	1	4090	20	1530	37.4083	0.427628	34.3	44.3
NODE_33040_length_4088_cov_8.028267	1	4088	10	1200	29.3542	0.302838	36.5	48
NODE_33244_length_4067_cov_6.917248	1	4067	11	813	19.9902	0.245636	35.2	45.5
NODE_33400_length_4051_cov_4.708458	1	4051	22	1381	34.0903	0.565786	35	47.2
NODE_33528_length_4038_cov_6.374341	1	4038	12	936	23.1798	0.252105	34.7	34.7
NODE_33560_length_4035_cov_7.484422	1	4035	26	1486	36.8278	0.43767	35.3	27.6
NODE_33726_length_4017_cov_6.463655	1	4017	37	1470	36.5945	0.70824	36.4	43.2
NODE_33923_length_3996_cov_3.505709	1	3996	6	57	1.42643	0.0285285	36.7	13.3
NODE_34121_length_3974_cov_2.874968	1	3974	2	23	0.578762	0.0115752	34.9	24
NODE_34414_length_3943_cov_3.621656	1	3943	6	59	1.49632	0.0299265	36.3	30.7
NODE_34420_length_3942_cov_6.005403	1	3942	18	2089	52.9934	0.615677	35.2	57.8
NODE_34734_length_3910_cov_5.730999	1	3910	22	1804	46.1381	0.642455	35.7	47.9
NODE_34777_length_3906_cov_7.293950	1	3906	10	1191	30.4916	0.30978	34.7	56
NODE_34937_length_3892_cov_6.925723	1	3892	38	1814	46.6084	0.874358	36	48.8
NODE_35092_length_3877_cov_4.958137	1	3877	13	562	14.4957	0.208666	36.2	30
NODE_35105_length_3876_cov_6.901596	1	3876	17	1776	45.8204	0.594427	36.2	54.8
NODE_35331_length_3856_cov_3.856880	1	3856	8	40	1.03734	0.0414938	36.2	8
NODE_35666_length_3827_cov_5.987540	1	3827	14	1193	31.1732	0.413379	35.7	48.9
NODE_36087_length_3788_cov_7.186713	1	3788	6	620	16.3675	0.168955	35.9	40
NODE_36088_length_3788_cov_6.223413	1	3788	8	689	18.189	0.247624	35.9	45
NODE_36537_length_3747_cov_6.210455	1	3747	35	2077	55.431	0.704831	35.2	31.5
NODE_36612_length_3741_cov_5.954151	1	3741	14	932	24.9131	0.281743	36.2	31.4
NODE_36640_length_3739_cov_2.969055	1	3739	2	21	0.561647	0.0112329	35.9	52
NODE_37310_length_3677_cov_6.630315	1	3677	13	768	20.8866	0.24694	33.6	41.3
NODE_37362_length_3673_cov_5.470702	1	3673	11	861	23.4413	0.276885	36.3	52.7
NODE_37430_length_3667_cov_7.031285	1	3667	16	1208	32.9425	0.438233	35.1	52.5
NODE_37443_length_3666_cov_6.314040	1	3666	53	1576	42.9896	1.21058	36.2	53.3
NODE_37649_length_3649_cov_5.377295	1	3649	4	61	1.67169	0.0334338	35.6	50
NODE_37807_length_3636_cov_5.443452	1	3636	23	1737	47.7723	0.555556	35.4	41.8
NODE_38304_length_3598_cov_8.661304	1	3598	10	1153	32.0456	0.412173	35.5	60
NODE_38365_length_3593_cov_7.622951	1	3593	13	1066	29.6688	0.365433	36.1	49.2
NODE_38431_length_3589_cov_5.677136	1	3589	14	1632	45.4723	0.51212	36.1	54.9
NODE_38927_length_3554_cov_6.209774	1	3554	27	1788	50.3095	0.844682	36.1	42.2
NODE_39008_length_3547_cov_6.317869	1	3547	16	550	15.5061	0.367071	35.8	49.2
NODE_39383_length_3520_cov_7.760173	1	3520	9	490	13.9205	0.1625	36.7	35.4
NODE_39704_length_3498_cov_3.830671	1	3498	11	858	24.5283	0.309891	36.1	47.5
NODE_40209_length_3462_cov_3.036396	1	3462	17	21	0.606586	0.10312	36.8	27.8
NODE_40273_length_3457_cov_4.203410	1	3457	4	21	0.607463	0.02372	36.7	0
NODE_40456_length_3443_cov_5.555785	1	3443	33	1406	40.8365	0.519024	35.3	40.2
NODE_40491_length_3441_cov_6.888659	1	3441	13	1188	34.5248	0.453066	34	49.8
NODE_40584_length_3435_cov_3.773669	1	3435	10	681	19.8253	0.247162	36.1	31.5
NODE_40669_length_3429_cov_5.932128	1	3429	12	594	17.3228	0.219598	36.2	46.7
NODE_40936_length_3409_cov_6.046810	1	3409	25	1619	47.4919	0.718099	35.6	46.6
NODE_40986_length_3406_cov_4.470009	1	3406	13	101	2.96536	0.0766295	36.3	4.15
NODE_41598_length_3365_cov_4.106042	1	3365	2	21	0.624071	0.0124814	36.7	19
NODE_41856_length_3346_cov_7.185354	1	3346	13	1511	45.1584	0.546922	36.2	57
NODE_41882_length_3344_cov_5.462451	1	3344	5	634	18.9593	0.192285	35.5	60
NODE_42177_length_3324_cov_2.550627	1	3324	6	58	1.74489	0.0348977	33.9	15.3
NODE_42285_length_3317_cov_3.987738	1	3317	20	21	0.633102	0.120892	36.1	26.4
NODE_42483_length_3304_cov_5.384734	1	3304	10	960	29.0557	0.374697	36.3	48
NODE_42757_length_3284_cov_5.349334	1	3284	8	600	18.2704	0.20676	36.4	39
NODE_43035_length_3267_cov_5.854608	1	3267	8	358	10.9581	0.127334	36.3	26.8
NODE_43055_length_3266_cov_3.688571	1	3266	10	39	1.19412	0.0587875	35.7	32
NODE_43435_length_3241_cov_3.826114	1	3241	2	20	0.617093	0.0123419	36.4	46
NODE_43537_length_3234_cov_5.963825	1	3234	14	1319	40.7854	0.649351	36.3	60
NODE_43763_length_3219_cov_8.757585	1	3219	14	1079	33.5197	0.489593	36.4	54.3
NODE_43764_length_3219_cov_8.353666	1	3219	21	1166	36.2224	0.553277	36	36.1
NODE_43833_length_3214_cov_6.742007	1	3214	18	612	19.0417	0.354076	36.1	35
NODE_43923_length_3209_cov_5.488269	1	3209	11	1348	42.0069	0.473668	36.5	55.1
NODE_44212_length_3190_cov_6.170973	1	3190	8	863	27.0533	0.294671	36.5	46.5
NODE_44424_length_3177_cov_6.212364	1	3177	15	1361	42.8392	0.543909	35.4	50.1
NODE_44598_length_3165_cov_5.937942	1	3165	10	1097	34.6603	0.453712	36.4	60
NODE_45095_length_3135_cov_6.513636	1	3135	15	1355	43.2217	0.501116	34.9	54.7
NODE_45185_length_3130_cov_3.175935	1	3130	10	20	0.638978	0.0638978	36.3	16.6
NODE_45239_length_3127_cov_6.207682	1	3127	9	933	29.8369	0.335465	35.7	55.6
NODE_45369_length_3118_cov_6.953967	1	3118	15	1054	33.8037	0.438422	35.6	35.9
NODE_45404_length_3116_cov_6.754982	1	3116	33	470	15.0834	0.338254	36.1	12.9
NODE_46145_length_3074_cov_6.112289	1	3074	6	425	13.8256	0.196161	34.3	38.8
NODE_46332_length_3065_cov_3.397674	1	3065	2	20	0.652529	0.0127243	37	24
NODE_46557_length_3051_cov_7.474633	1	3051	10	777	25.4671	0.320551	35.3	50.4
NODE_46988_length_3027_cov_7.942463	1	3027	27	1548	51.1397	0.781632	36.3	42.7
NODE_47587_length_2997_cov_7.798776	1	2997	16	1468	48.9823	0.800801	35.4	60
NODE_47643_length_2994_cov_6.725757	1	2994	13	659	22.0107	0.344689	36	47.1
NODE_47716_length_2991_cov_5.613079	1	2991	15	1400	46.8071	0.557004	35.5	52.9
NODE_47744_length_2990_cov_3.610903	1	2990	6	57	1.90635	0.0381271	35.9	15.3
NODE_48125_length_2970_cov_3.676501	1	2970	6	437	14.7138	0.175421	36.5	50
NODE_48357_length_2957_cov_7.754307	1	2957	12	939	31.7552	0.343253	35.7	42.7
NODE_48800_length_2935_cov_3.962500	1	2935	5	61	2.07836	0.0344123	36.2	19.6
NODE_48986_length_2926_cov_2.714037	1	2926	26	177	6.04921	0.203691	35.8	36.8
NODE_48994_length_2925_cov_7.547735	1	2925	78	777	26.5641	0.801709	35.8	14.1
NODE_49150_length_2917_cov_4.187282	1	2917	10	40	1.37127	0.0661639	36.1	8
NODE_49929_length_2877_cov_3.871722	1	2877	16	19	0.66041	0.105666	35.6	0
NODE_50396_length_2853_cov_6.279128	1	2853	5	425	14.8966	0.171048	36.3	52
NODE_51097_length_2819_cov_3.164978	1	2819	2	19	0.673998	0.01348	37	36
NODE_51213_length_2813_cov_3.978608	1	2813	8	58	2.06186	0.0554568	36.7	20.2
NODE_51282_length_2810_cov_2.932486	1	2810	4	38	1.35231	0.0270463	36.3	38
NODE_51337_length_2807_cov_3.516715	1	2807	2	20	0.712504	0.0142501	37	9
NODE_51914_length_2779_cov_8.005140	1	2779	8	864	31.0903	0.3181	36.2	56.5
NODE_52054_length_2772_cov_5.020611	1	2772	25	1051	37.9149	0.981241	36.2	58.9
NODE_52248_length_2764_cov_6.725729	1	2764	6	611	22.1056	0.230825	35.1	53.3
NODE_52314_length_2761_cov_7.135625	1	2761	12	858	31.0757	0.373778	36.1	43.2
NODE_53476_length_2712_cov_3.145653	1	2712	24	26	0.958702	0.181416	36.3	42.8
NODE_53742_length_2699_cov_6.909228	1	2699	24	891	33.0122	0.75213	36.4	35
NODE_54830_length_2653_cov_8.984988	1	2653	21	1700	64.0784	1.08104	35.4	56.5
NODE_55135_length_2641_cov_6.609435	1	2641	9	702	26.5808	0.288527	35.4	41.3
NODE_55266_length_2636_cov_6.928322	1	2636	8	619	23.4825	0.256449	36.4	30
NODE_55519_length_2626_cov_4.492026	1	2626	2	21	0.799695	0.0159939	36.4	18
NODE_56030_length_2606_cov_3.153273	1	2606	24	89	3.4152	0.175748	34.8	18.7
NODE_56489_length_2587_cov_8.153633	1	2587	26	1075	41.5539	0.698106	36.1	42.2
NODE_57158_length_2561_cov_8.625698	1	2561	18	753	29.4026	0.463491	36.5	24.3
NODE_57826_length_2534_cov_4.566761	1	2534	12	1002	39.5422	0.565904	35.1	50
NODE_58331_length_2516_cov_4.013816	1	2516	46	24	0.953895	0.383148	36	15.8
NODE_58547_length_2507_cov_6.787928	1	2507	8	744	29.6769	0.374152	36.3	54
NODE_58570_length_2506_cov_6.891881	1	2506	13	697	27.8132	0.37071	35.6	36.8
NODE_58637_length_2504_cov_4.488771	1	2504	6	382	15.2556	0.278754	36	60
NODE_59296_length_2481_cov_3.357378	1	2481	4	43	1.73317	0.0338573	35.5	5
NODE_59337_length_2479_cov_5.439769	1	2479	8	369	14.885	0.174264	35	29.5
NODE_59516_length_2473_cov_5.901158	1	2473	23	1137	45.9765	0.617469	36	44
NODE_59719_length_2466_cov_5.128992	1	2466	15	230	9.32685	0.514193	36.3	26.9
NODE_59787_length_2464_cov_3.073890	1	2464	2	20	0.811688	0.0162338	37	46
NODE_59895_length_2459_cov_6.653910	1	2459	10	701	28.5075	0.505083	36.5	57.5
NODE_60394_length_2443_cov_3.765075	1	2443	8	46	1.88293	0.0691772	34.1	14
NODE_60581_length_2436_cov_7.551029	1	2436	6	41	1.68309	0.0504926	35.8	27.3
NODE_60721_length_2431_cov_6.702862	1	2431	9	839	34.5125	0.439325	35.5	55.6
NODE_60767_length_2430_cov_2.737263	1	2430	2	21	0.864198	0.017284	36.7	9
NODE_60967_length_2423_cov_3.899493	1	2423	5	44	1.81593	0.0408584	35.6	1.6
NODE_61131_length_2417_cov_6.129975	1	2417	5	523	21.6384	0.216384	36.4	48
NODE_61132_length_2417_cov_5.656224	1	2417	13	1360	56.2681	0.695077	36.3	56.9
NODE_61737_length_2397_cov_6.670367	1	2397	12	867	36.1702	0.518148	35.7	44.8
NODE_63357_length_2346_cov_8.275862	1	2346	11	1138	48.5081	0.675192	36.2	57
NODE_65061_length_2295_cov_7.696429	1	2295	33	1097	47.7996	0.902832	35.7	45.2
NODE_65144_length_2293_cov_3.587578	1	2293	37	294	12.8216	1.33842	36.1	25.7
NODE_65743_length_2275_cov_8.531081	1	2275	21	1132	49.7582	0.77978	35.6	50.2
NODE_66740_length_2248_cov_3.898769	1	2248	8	124	5.51601	0.179715	36.6	1.12
