user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SPAdes-MetaBAT2Refined-S15.20	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__;s__						GCA_903970495.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__CAJCIY01 sp903970495	77.18	0.21	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI			90.63	11	0.8322650055098022	
SPAdes-MetaBAT2Refined-S15.22	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__						GCA_003164955.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__Bog-532 sp003164955	81.88	0.51	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	taxonomic classification defined by topology and ANI			93.05	11	0.9288128893475366	
SPAdes-MetaBAT2Refined-S15.26	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification fully defined by topology			88.33	11	0.8461388264803251	
SPAdes-MetaBAT2Refined-S15.27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E hunanensis	GCF_003671955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E hunanensis	98.15	0.73	GCF_003671955.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E hunanensis	98.15	0.73	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_013393325.1, s__Pseudomonas_E putida_P, 95.0, 90.03, 0.67; GCF_000412675.1, s__Pseudomonas_E putida, 95.0, 89.47, 0.67; GCF_000935045.1, s__Pseudomonas_E sp000935045, 95.0, 89.42, 0.65; GCF_000708715.2, s__Pseudomonas_E putida_R, 95.0, 89.39, 0.64; GCF_000498395.2, s__Pseudomonas_E putida_Q, 95.0, 89.22, 0.67; GCF_003205205.1, s__Pseudomonas_E sp003205205, 95.0, 89.16, 0.64; GCF_001642705.1, s__Pseudomonas_E sp001642705, 95.0, 89.03, 0.63; GCF_002356095.1, s__Pseudomonas_E putida_H, 95.0, 88.88, 0.7; GCF_000730605.1, s__Pseudomonas_E monteilii, 95.0, 88.84, 0.68; GCF_900277125.1, s__Pseudomonas_E inefficax, 95.0, 88.79, 0.65; GCF_009932335.1, s__Pseudomonas_E asiatica, 95.0864, 88.7, 0.65; GCF_002165135.1, s__Pseudomonas_E sp002165135, 95.0, 88.64, 0.62; GCF_002113165.1, s__Pseudomonas_E sp002113165, 95.0, 88.6, 0.61; GCF_002113295.1, s__Pseudomonas_E sp002113295, 95.0864, 88.52, 0.63; GCF_003331055.1, s__Pseudomonas_E sp003331055, 95.0, 88.14, 0.59; GCF_003627215.1, s__Pseudomonas_E sp001422615, 95.0, 87.89, 0.63; GCF_013179515.1, s__Pseudomonas_E sp013179515, 95.0, 87.77, 0.61; GCF_012975065.1, s__Pseudomonas_E sp012975065, 95.0, 87.73, 0.61; GCF_014269185.1, s__Pseudomonas_E sp014269185, 95.0, 87.54, 0.6; GCA_002386445.1, s__Pseudomonas_E sp002386445, 95.0, 87.1, 0.6; GCF_009391885.1, s__Pseudomonas_E sp009391885, 95.0, 86.72, 0.64; GCF_009932375.1, s__Pseudomonas_E juntendi, 95.0, 86.48, 0.58; GCF_003097235.1, s__Pseudomonas_E sp003097235, 95.0, 86.42, 0.61; GCF_002112505.1, s__Pseudomonas_E sp002112505, 95.0, 86.4, 0.62; GCF_001320245.1, s__Pseudomonas_E sp001320245, 95.0, 86.29, 0.62; GCF_002906855.1, s__Pseudomonas_E putida_N, 95.0, 86.28, 0.62; GCF_002025705.1, s__Pseudomonas_E putida_J, 95.0, 86.27, 0.6; GCF_013373935.1, s__Pseudomonas_E sp002438125, 95.0, 86.24, 0.57; GCA_003428805.1, s__Pseudomonas_E sp003428805, 95.0, 86.18, 0.63; GCF_009883635.2, s__Pseudomonas_E putida_W, 95.0, 86.08, 0.63; GCF_002736125.1, s__Pseudomonas_E putida_M, 95.0, 86.05, 0.63; GCF_000731675.1, s__Pseudomonas_E capeferrum, 95.0, 86.02, 0.63; GCF_011752565.1, s__Pseudomonas_E sp011752565, 95.0, 86.0, 0.58; GCF_001320525.1, s__Pseudomonas_E sp001320525, 95.0, 85.86, 0.61; GCF_000730665.1, s__Pseudomonas_E plecoglossicida, 95.0, 85.82, 0.56; GCF_000282535.1, s__Pseudomonas_E sp000282535, 95.0, 85.75, 0.56; GCF_000019445.1, s__Pseudomonas_E putida_E, 95.0, 85.48, 0.6; GCF_005080685.1, s__Pseudomonas_E putida_V, 95.0, 85.44, 0.61; GCF_003231305.1, s__Pseudomonas_E sichuanensis, 95.0, 85.18, 0.56; GCF_000621225.1, s__Pseudomonas_E mosselii, 95.0, 85.12, 0.58; GCF_001259595.1, s__Pseudomonas_E sp001259595, 95.0, 85.07, 0.55; GCF_003205295.1, s__Pseudomonas_E mosselii_B, 95.0, 84.96, 0.56; GCF_014268885.1, s__Pseudomonas_E sp014268885, 95.0, 84.93, 0.52; GCF_004519305.1, s__Pseudomonas_E sp004519305, 95.0, 84.82, 0.53; GCF_011752525.1, s__Pseudomonas_E sp011752525, 95.0, 84.77, 0.5; GCF_000026105.1, s__Pseudomonas_E entomophila, 95.0, 84.73, 0.55; GCF_900110655.1, s__Pseudomonas_E soli, 95.0, 84.71, 0.54; GCF_002094795.1, s__Pseudomonas_E putida_K, 95.0, 84.61, 0.54; GCF_000425785.1, s__Pseudomonas_E taiwanensis, 95.0, 84.51, 0.58; GCF_001319945.1, s__Pseudomonas_E monteilii_C, 95.0, 84.4, 0.52; GCF_000730645.1, s__Pseudomonas_E parafulva, 95.0, 84.35, 0.53; GCF_004357765.1, s__Pseudomonas_E putida_U, 95.0, 84.26, 0.55; GCF_002741075.1, s__Pseudomonas_E putida_T, 95.0, 84.17, 0.57; GCF_900536025.1, s__Pseudomonas_E reidholzensis, 95.0, 84.16, 0.57; GCF_014268975.1, s__Pseudomonas_E sp014268975, 95.0, 84.15, 0.54; GCF_001636055.1, s__Pseudomonas_E putida_B, 95.0, 84.0, 0.54; GCF_014268815.1, s__Pseudomonas_E sp014268815, 95.0, 83.89, 0.56; GCF_007677725.1, s__Pseudomonas_E sp003445295, 95.0, 83.86, 0.52; GCF_005796105.1, s__Pseudomonas_E mosselii_C, 95.0, 83.8, 0.51; GCF_900102675.1, s__Pseudomonas_E guariconensis, 95.0, 83.72, 0.52; GCF_014268825.1, s__Pseudomonas_E sp014268825, 95.0, 83.64, 0.5; GCF_000800255.1, s__Pseudomonas_E parafulva_A, 95.0, 83.14, 0.48; GCF_000730565.1, s__Pseudomonas_E fulva, 95.0, 83.12, 0.48; GCF_002843585.1, s__Pseudomonas_E sp002843585, 95.0, 82.94, 0.53; GCF_002021815.1, s__Pseudomonas_E parafulva_B, 95.0, 82.94, 0.48; GCF_900101695.1, s__Pseudomonas_E sp900101695, 95.0, 82.77, 0.5; GCF_000259195.1, s__Pseudomonas_E donghuensis, 95.0, 82.65, 0.48; GCF_900497695.1, s__Pseudomonas_E wadenswilerensis, 95.0, 82.63, 0.51; GCF_002806685.1, s__Pseudomonas_E qingdaonensis, 95.0, 82.6, 0.49; GCF_902498185.1, s__Pseudomonas_E fluorescens_BS, 95.0, 82.56, 0.46; GCF_000800615.1, s__Pseudomonas_E putida_F, 95.0, 82.56, 0.51; GCF_900188455.1, s__Pseudomonas_E japonica, 95.0, 82.44, 0.48; GCA_002434265.1, s__Pseudomonas_E sp002434265, 95.0, 82.43, 0.43; GCF_000425745.1, s__Pseudomonas_E cremoricolorata, 95.0, 82.42, 0.44; GCF_003105155.1, s__Pseudomonas_E sp003105155, 95.0, 82.42, 0.45; GCF_001941965.1, s__Pseudomonas_E putida_L, 95.0, 82.4, 0.53; GCF_003024385.1, s__Pseudomonas_E sp003024385, 95.0, 82.33, 0.45; GCF_004214895.1, s__Pseudomonas_E sp004214895, 95.0, 82.32, 0.48; GCF_010671725.1, s__Pseudomonas_E brassicae, 95.0, 82.31, 0.42; GCA_003523465.1, s__Pseudomonas_E sp003523465, 95.0, 82.27, 0.43; GCF_000319305.2, s__Pseudomonas_E putida_C, 95.0, 82.27, 0.5; GCF_013523055.1, s__Pseudomonas_E capeferrum_A, 95.0, 82.21, 0.48; GCF_000425805.1, s__Pseudomonas_E vranovensis, 95.0, 82.17, 0.48; GCF_000759535.1, s__Pseudomonas_E cremoricolorata_A, 95.0, 82.15, 0.44; GCF_900187455.1, s__Pseudomonas_E sp900187455, 95.0, 82.15, 0.51; GCF_013523165.1, s__Pseudomonas_E entomophila_A, 95.0, 82.1, 0.4; GCF_000746525.1, s__Pseudomonas_E alkylphenolica, 95.0, 82.01, 0.48; GCF_013523125.1, s__Pseudomonas_E entomophila_B, 95.0, 82.0, 0.42; GCF_001534745.1, s__Pseudomonas_E monteilii_A, 95.0, 81.86, 0.41; GCF_003231275.1, s__Pseudomonas_E sp003231275, 95.0, 81.78, 0.48; GCF_004025535.1, s__Pseudomonas_E alkylphenolica_A, 95.0, 81.61, 0.47; GCF_002753995.1, s__Pseudomonas_E sp002753995, 95.0, 81.49, 0.41; GCF_004353925.1, s__Pseudomonas_E sp004353925, 95.0, 81.34, 0.45; GCF_000955815.1, s__Pseudomonas_E sp000955815, 95.0, 81.13, 0.44; GCF_010671685.1, s__Pseudomonas_E laurentiana, 95.0, 81.07, 0.36; GCF_009905435.1, s__Pseudomonas_E sp009905435, 95.0, 80.85, 0.39; GCF_004803755.1, s__Pseudomonas_E sp004803755, 95.0, 80.73, 0.42; GCF_011355085.1, s__Pseudomonas_E sp011355085, 95.0, 80.58, 0.4; GCA_002379585.1, s__Pseudomonas_E sp002379585, 95.0, 80.16, 0.31	64.34	11		Genome has more than 15.0% of markers with multiple hits
SPAdes-MetaBAT2Refined-S15.38	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			90.55	11	0.7728999789163418	
SPAdes-MetaBAT2Refined-S15.42_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	ANI		GCA_003138855.1, s__Bog-756 sp003138855, 95.0, 78.22, 0.26; GCA_003164095.1, s__Bog-756 sp003164095, 95.0, 77.74, 0.21; GCA_903906055.1, s__Bog-756 sp903906055, 95.0, 77.66, 0.18; GCA_003153575.1, s__Bog-756 sp003153575, 95.0, 77.6, 0.24; GCA_903849265.1, s__Bog-756 sp903849265, 95.0, 77.55, 0.23; GCA_003152015.1, s__Bog-756 sp003152015, 95.0, 77.51, 0.23; GCA_903894295.1, s__Bog-756 sp903894295, 95.0, 77.45, 0.2; GCA_003133325.1, s__Bog-756 sp003133325, 95.0, 77.44, 0.23; GCA_003164275.1, s__Bog-756 sp003164275, 95.0, 76.94, 0.14; GCA_903873395.1, s__Bog-756 sp903873395, 95.0, 76.91, 0.16; GCA_003157945.1, s__Bog-756 sp003157945, 95.0, 76.83, 0.2	88.74	11	0.9374010367200536	
SPAdes-MetaBAT2Refined-S15.44_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__SCQM01;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic novelty determined using RED			90.09	11	0.9125595651883296	
SPAdes-MetaBAT2Refined-S15.45	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__SCQM01;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic novelty determined using RED			94.86	11	0.9178563795292436	
SPAdes-MetaBAT2Refined-S15.46	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__;f__;g__;s__											d__Bacteria;p__Firmicutes_E;c__;o__;f__;g__;s__	taxonomic novelty determined using RED			93.29	11	0.4911130473708733	
SPAdes-MetaBAT2Refined-S15.49	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidithrix;s__						GCF_000949295.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidithrix;s__Acidithrix ferrooxidans	77.24	0.04	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI			92.99	11	0.9208566604514229	
SPAdes-MetaBAT2Refined-S15.5	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__SCQM01;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic novelty determined using RED			93.47	11	0.9117408615468048	
SPAdes-MetaBAT2Refined-S15.50_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			80.96	11	0.7720941204084257	
SPAdes-MetaBAT2Refined-S15.51	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrithrix;s__						GCF_900128965.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrithrix;s__Ferrithrix thermotolerans	77.32	0.03	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI			92.4	11	0.8713754559538436	
SPAdes-MetaBAT2Refined-S15.56	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__QHCC01;s__						GCA_003243915.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__QHCC01;s__QHCC01 sp003243915	79.25	0.36	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__	taxonomic classification defined by topology and ANI			95.24	11	0.8864777086467721	
SPAdes-MetaBAT2Refined-S15.57	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__;s__						GCA_903970495.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__CAJCIY01 sp903970495	76.76	0.26	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI			78.32	11	0.8354993572942184	
SPAdes-MetaBAT2Refined-S15.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__	ANI		GCF_000202835.1, s__Acidiphilium multivorum, 95.0, 81.42, 0.57; GCF_902712915.1, s__Acidiphilium sp002255515, 95.0, 81.15, 0.52; GCF_900156265.1, s__Acidiphilium rubrum, 95.0, 79.56, 0.52; GCA_002279355.1, s__Acidiphilium sp002279355, 95.0, 77.14, 0.22	95.06	11	0.9520530739820464	
SPAdes-MetaBAT2Refined-S15.61	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__;f__;g__;s__											d__Bacteria;p__Firmicutes_E;c__;o__;f__;g__;s__	taxonomic novelty determined using RED			82.45	11	0.4955208612457752	
SPAdes-MetaBAT2Refined-S15.62	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__;f__;g__;s__											d__Bacteria;p__Firmicutes_E;c__;o__;f__;g__;s__	taxonomic novelty determined using RED			92.79	11	0.4985054174456937	
SPAdes-MetaBAT2Refined-S15.67	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__;s__											d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__;s__	taxonomic classification fully defined by topology			86.18	11	0.8540724352186655	
SPAdes-MetaBAT2Refined-S15.68	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__;s__	taxonomic novelty determined using RED			91.7	11	0.8262804396008713	
SPAdes-MetaBAT2Refined-S15.69	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__SCQM01;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic novelty determined using RED			89.46	11	0.921741790085202	
SPAdes-MetaBAT2Refined-S15.72	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic novelty determined using RED			93.43	11	0.8302787974546145	
SPAdes-MetaBAT2Refined-S15.73	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__											d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification fully defined by topology			96.11	11	0.7792656200081609	
SPAdes-MetaBAT2Refined-S15.74	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic novelty determined using RED			93.43	11	0.9093760966160896	
SPAdes-MetaBAT2Refined-S15.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	taxonomic classification fully defined by topology			86.12	11	0.8794471077763509	
SPAdes-MaxBin2Refined-S7.008_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__	taxonomic classification defined by topology and ANI		GCF_000214095.2, s__Acidithiobacillus ferrivorans, 95.0, 90.82, 0.74; GCF_001652185.1, s__Acidithiobacillus ferrooxidans_A, 95.0, 89.57, 0.64; GCF_003966655.1, s__Acidithiobacillus ferridurans, 95.0, 84.37, 0.65; GCF_000021485.1, s__Acidithiobacillus ferrooxidans, 95.0, 84.32, 0.63; GCF_010378095.1, s__Acidithiobacillus ferrianus, 95.0, 81.6, 0.59; GCF_002847505.1, s__Acidithiobacillus sp002847505, 95.0, 77.8, 0.28; GCF_009662475.1, s__Acidithiobacillus thiooxidans, 95.0, 77.58, 0.26; GCF_003721225.1, s__Acidithiobacillus sulfuriphilus, 95.0, 77.16, 0.18	76.14	11	0.97084936163582	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SPAdes-MaxBin2Refined-S7.009	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__UBA4572;s__						GCA_002387725.1	95.0	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__UBA4572;s__UBA4572 sp002387725	76.99	0.15	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic classification defined by topology and ANI			72.29	11	0.8592202005896481	Genome has more than 16.7% of markers with multiple hits
SPAdes-MaxBin2Refined-S7.024	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__						GCA_001443545.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp001443545	78.86	0.35	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification defined by topology and ANI		GCA_003138815.1, s__RAAP-2 sp003138815, 95.0, 79.23, 0.39; GCA_903860745.1, s__RAAP-2 sp903860745, 95.0, 79.2, 0.41; GCA_002255565.1, s__RAAP-2 sp002255565, 95.0, 78.56, 0.48; GCA_003133665.1, s__RAAP-2 sp003133665, 95.0, 78.53, 0.31; GCA_003158855.1, s__RAAP-2 sp003158855, 95.0, 78.4, 0.29; GCA_003132205.1, s__RAAP-2 sp003132205, 95.0, 78.24, 0.3; GCA_003155915.1, s__RAAP-2 sp003155915, 95.0, 78.03, 0.25; GCA_003160115.1, s__RAAP-2 sp003160115, 95.0, 78.03, 0.3; GCA_013044405.1, s__RAAP-2 sp013044405, 95.0, 78.0, 0.25; GCA_003132165.1, s__RAAP-2 sp003132165, 95.0, 77.98, 0.29; GCA_003170315.1, s__RAAP-2 sp003170315, 95.0, 77.89, 0.25; GCA_003167415.1, s__RAAP-2 sp003167415, 95.0, 77.82, 0.23; GCA_003151555.1, s__RAAP-2 sp003151555, 95.0, 77.79, 0.2; GCA_003133685.1, s__RAAP-2 sp003133685, 95.0, 77.77, 0.24; GCA_003141095.1, s__RAAP-2 sp003141095, 95.0, 77.77, 0.24; GCA_903871335.1, s__RAAP-2 sp903871335, 95.0, 77.76, 0.15; GCA_003133405.1, s__RAAP-2 sp003133405, 95.0, 77.71, 0.21; GCA_003136495.1, s__RAAP-2 sp003136495, 95.0, 77.63, 0.31; GCA_003133125.1, s__RAAP-2 sp003133125, 95.0, 77.61, 0.27; GCA_003162475.1, s__RAAP-2 sp003162475, 95.0, 77.53, 0.24; GCA_903970515.1, s__RAAP-2 sp903970515, 95.0, 77.48, 0.22; GCA_003133075.1, s__RAAP-2 sp003133075, 95.0, 77.47, 0.25; GCA_013044265.1, s__RAAP-2 sp013044265, 95.0, 77.45, 0.17; GCA_003142095.1, s__RAAP-2 sp003142095, 95.0, 77.43, 0.19; GCA_003134515.1, s__RAAP-2 sp003134515, 95.0, 77.38, 0.24; GCA_903828785.1, s__RAAP-2 sp903828785, 95.0, 77.37, 0.14; GCA_003136415.1, s__RAAP-2 sp003136415, 95.0, 77.36, 0.23; GCA_003168075.1, s__RAAP-2 sp003168075, 95.0, 77.32, 0.17; GCA_903825035.1, s__RAAP-2 sp903825035, 95.0, 77.26, 0.1; GCA_903885505.1, s__RAAP-2 sp903885505, 95.0, 77.26, 0.14; GCA_003141815.1, s__RAAP-2 sp003141815, 95.0, 77.21, 0.21; GCA_903873775.1, s__RAAP-2 sp903873775, 95.0, 77.2, 0.16; GCA_003152555.1, s__RAAP-2 sp003152555, 95.0, 77.19, 0.17; GCA_903924205.1, s__RAAP-2 sp903924205, 95.0, 77.17, 0.11; GCA_903893745.1, s__RAAP-2 sp903893745, 95.0, 77.14, 0.19; GCA_003132305.1, s__RAAP-2 sp003132305, 95.0, 77.13, 0.24; GCA_903825765.1, s__RAAP-2 sp903825765, 95.0, 77.12, 0.17; GCA_003152215.1, s__RAAP-2 sp003152215, 95.0, 77.07, 0.18; GCA_003131665.1, s__RAAP-2 sp003131665, 95.0, 77.04, 0.21; GCA_003163875.1, s__RAAP-2 sp003163875, 95.0, 76.91, 0.14; GCA_013044285.1, s__RAAP-2 sp013044285, 95.0, 76.9, 0.2; GCA_903830655.1, s__RAAP-2 sp903830655, 95.0, 76.85, 0.07; GCA_903860915.1, s__RAAP-2 sp903860915, 95.0, 76.83, 0.11; GCA_002255315.1, s__RAAP-2 sp002255315, 95.0, 76.82, 0.23; GCA_003133005.1, s__RAAP-2 sp003133005, 95.0, 76.71, 0.16; GCA_903848885.1, s__RAAP-2 sp903848885, 95.0, 76.54, 0.12; GCA_003138895.1, s__RAAP-2 sp003138895, 95.0, 76.43, 0.08; GCA_903830745.1, s__RAAP-2 sp903830745, 95.0, 76.41, 0.07; GCA_903832015.1, s__RAAP-2 sp903832015, 95.0, 76.29, 0.07; GCA_009701115.1, s__RAAP-2 sp009701115, 95.0, 76.16, 0.1; GCA_009726065.1, s__RAAP-2 sp009726065, 95.0, 76.02, 0.09; GCA_903826715.1, s__RAAP-2 sp903826715, 95.0, 75.91, 0.05; GCA_903854175.1, s__RAAP-2 sp903854175, 95.0, 75.86, 0.02	91.7	11	0.9360870082296479	
SPAdes-MaxBin2Refined-S7.025	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	taxonomic novelty determined using RED			90.79	11	0.8321293646958715	
SPAdes-MaxBin2Refined-S7.027	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			89.84	11	0.7739611193560972	
SPAdes-MaxBin2Refined-S7.029	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__UBA2487;s__						GCA_002341815.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__UBA2487;s__UBA2487 sp002341815	76.37	0.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__;s__	taxonomic classification defined by topology and ANI			96.07	11	0.926803012751644	
