contig	bin
NODE_41783_length_1620_cov_3.738658	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41786_length_1620_cov_3.506709	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41828_length_1618_cov_3.840051	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41847_length_1618_cov_2.641075	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41867_length_1617_cov_2.548015	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41887_length_1616_cov_3.384369	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41888_length_1616_cov_3.381807	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41912_length_1615_cov_3.666026	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41916_length_1615_cov_3.450641	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41917_length_1615_cov_3.385897	SPAdes-MaxBin2Refined-S15.065_sub
NODE_41970_length_1613_cov_3.921053	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42002_length_1612_cov_3.541426	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42019_length_1611_cov_5.442802	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42024_length_1611_cov_3.501928	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42033_length_1611_cov_3.005784	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42047_length_1610_cov_4.544695	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42057_length_1610_cov_3.291318	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42063_length_1610_cov_2.952412	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42072_length_1609_cov_4.464607	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42086_length_1609_cov_3.608752	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42118_length_1608_cov_3.118480	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42125_length_1608_cov_2.660657	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42156_length_1607_cov_2.655284	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42179_length_1606_cov_3.611863	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42188_length_1606_cov_2.974210	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42215_length_1605_cov_3.245806	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42272_length_1603_cov_3.380491	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42336_length_1601_cov_3.644890	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42371_length_1600_cov_3.124272	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42380_length_1600_cov_2.142395	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42397_length_1599_cov_3.738342	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42411_length_1599_cov_2.579663	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42573_length_1593_cov_3.654096	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42585_length_1593_cov_2.596879	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42598_length_1592_cov_4.418347	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42621_length_1591_cov_4.077474	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42646_length_1590_cov_4.269707	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42659_length_1590_cov_3.002606	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42664_length_1590_cov_2.399349	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42694_length_1589_cov_2.526076	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42710_length_1588_cov_2.598826	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42729_length_1587_cov_3.513055	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42754_length_1586_cov_3.962769	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42777_length_1586_cov_2.448073	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42797_length_1585_cov_3.008497	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42823_length_1584_cov_2.424460	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42837_length_1583_cov_4.311518	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42839_length_1583_cov_3.524869	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42856_length_1583_cov_2.328534	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42949_length_1580_cov_2.698361	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42975_length_1579_cov_3.277559	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42977_length_1579_cov_2.961942	SPAdes-MaxBin2Refined-S15.065_sub
NODE_42978_length_1579_cov_2.856955	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43016_length_1578_cov_2.155614	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43054_length_1576_cov_4.061144	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43059_length_1576_cov_3.616042	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43084_length_1575_cov_3.611184	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43107_length_1574_cov_3.924951	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43123_length_1574_cov_2.720869	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43154_length_1573_cov_2.704216	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43180_length_1572_cov_3.632169	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43190_length_1572_cov_2.702044	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43231_length_1571_cov_2.839710	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43235_length_1571_cov_2.693272	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43265_length_1570_cov_2.542574	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43271_length_1569_cov_4.965654	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43290_length_1569_cov_2.630119	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43339_length_1567_cov_3.578704	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43345_length_1567_cov_3.298280	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43430_length_1564_cov_5.404241	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43433_length_1564_cov_3.903247	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43447_length_1564_cov_2.259775	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43451_length_1564_cov_2.043075	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43464_length_1563_cov_4.102785	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43487_length_1563_cov_2.330902	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43507_length_1562_cov_3.753816	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43512_length_1562_cov_3.491042	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43586_length_1560_cov_3.586711	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43612_length_1559_cov_4.462101	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43619_length_1559_cov_3.904255	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43717_length_1556_cov_3.359094	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43727_length_1556_cov_2.297801	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43808_length_1553_cov_3.309746	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43814_length_1553_cov_2.792390	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43850_length_1552_cov_3.334669	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43902_length_1551_cov_2.385027	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43921_length_1550_cov_3.620067	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43930_length_1550_cov_2.860870	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43936_length_1550_cov_2.484950	SPAdes-MaxBin2Refined-S15.065_sub
NODE_43965_length_1549_cov_2.068273	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44001_length_1547_cov_4.378016	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44018_length_1547_cov_2.569705	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44032_length_1546_cov_4.361502	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44049_length_1546_cov_2.646546	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44056_length_1546_cov_1.864520	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44070_length_1545_cov_3.491946	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44071_length_1545_cov_3.418792	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44095_length_1544_cov_4.827401	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44106_length_1544_cov_3.505709	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44133_length_1543_cov_3.808468	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44135_length_1543_cov_3.715054	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44146_length_1543_cov_2.759409	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44147_length_1543_cov_2.696237	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44228_length_1540_cov_2.722559	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44251_length_1539_cov_3.299865	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44271_length_1538_cov_3.898854	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44299_length_1537_cov_4.864372	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44343_length_1536_cov_3.921675	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44373_length_1535_cov_4.246622	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44390_length_1535_cov_2.881081	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44416_length_1534_cov_3.584855	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44430_length_1534_cov_2.711291	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44559_length_1530_cov_2.709153	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44599_length_1529_cov_2.421981	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44629_length_1528_cov_2.458248	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44658_length_1527_cov_3.112772	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44664_length_1527_cov_2.862772	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44694_length_1526_cov_3.092454	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44697_length_1526_cov_2.770224	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44702_length_1526_cov_2.424201	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44736_length_1525_cov_2.678912	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44738_length_1525_cov_2.538095	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44759_length_1524_cov_4.083050	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44768_length_1524_cov_3.147720	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44775_length_1524_cov_2.246426	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44787_length_1523_cov_4.705722	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44828_length_1522_cov_4.492843	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44840_length_1522_cov_3.525562	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44879_length_1521_cov_3.272851	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44916_length_1520_cov_3.445734	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44925_length_1520_cov_2.707167	SPAdes-MaxBin2Refined-S15.065_sub
NODE_44984_length_1518_cov_3.494874	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45000_length_1518_cov_2.262474	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45035_length_1517_cov_2.859097	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45085_length_1515_cov_4.393151	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45094_length_1515_cov_3.683562	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45120_length_1514_cov_4.942426	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45145_length_1514_cov_2.379027	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45148_length_1514_cov_1.694311	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45173_length_1513_cov_2.879287	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45201_length_1512_cov_3.050789	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45224_length_1511_cov_3.423077	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45265_length_1510_cov_2.219931	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45286_length_1509_cov_3.378267	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45291_length_1509_cov_2.899587	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45296_length_1509_cov_2.501376	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45358_length_1507_cov_1.905647	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45381_length_1506_cov_2.607167	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45395_length_1505_cov_4.966897	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45400_length_1505_cov_3.773793	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45421_length_1505_cov_2.537241	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45462_length_1504_cov_2.131815	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45471_length_1503_cov_4.247238	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45493_length_1503_cov_2.182320	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45505_length_1502_cov_5.456116	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45529_length_1502_cov_2.888735	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45579_length_1500_cov_4.099654	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45634_length_1499_cov_2.590720	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45657_length_1498_cov_3.805960	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45660_length_1498_cov_3.614692	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45674_length_1498_cov_2.887734	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45680_length_1498_cov_2.101871	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45759_length_1496_cov_2.473282	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45789_length_1495_cov_3.438194	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45817_length_1494_cov_3.824183	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45832_length_1494_cov_2.597637	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45864_length_1493_cov_3.118915	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45870_length_1493_cov_2.779555	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45874_length_1493_cov_2.651599	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45879_length_1493_cov_2.306676	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45903_length_1492_cov_2.819763	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45925_length_1491_cov_3.548747	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45953_length_1490_cov_3.526132	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45961_length_1490_cov_3.021603	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45963_length_1490_cov_2.721951	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45967_length_1490_cov_2.519861	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45983_length_1489_cov_3.943515	SPAdes-MaxBin2Refined-S15.065_sub
NODE_45995_length_1489_cov_3.216179	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46000_length_1489_cov_2.963738	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46002_length_1489_cov_2.917713	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46006_length_1489_cov_2.727336	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46030_length_1488_cov_3.821354	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46034_length_1488_cov_3.453594	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46035_length_1488_cov_3.431961	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46044_length_1488_cov_2.900209	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46066_length_1487_cov_3.807263	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46080_length_1487_cov_2.712989	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46100_length_1486_cov_3.796646	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46117_length_1486_cov_1.890287	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46133_length_1485_cov_3.549650	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46138_length_1485_cov_3.252448	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46148_length_1485_cov_1.869930	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46163_length_1484_cov_3.930721	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46208_length_1483_cov_3.458683	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46217_length_1483_cov_3.189076	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46244_length_1482_cov_3.441486	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46253_length_1482_cov_2.860547	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46276_length_1481_cov_3.555400	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46283_length_1481_cov_3.174614	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46305_length_1480_cov_4.129123	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46311_length_1480_cov_3.445614	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46329_length_1480_cov_2.190175	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46330_length_1480_cov_2.115088	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46348_length_1479_cov_4.191011	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46352_length_1479_cov_3.974017	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46374_length_1479_cov_2.572331	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46375_length_1479_cov_2.528090	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46404_length_1478_cov_3.626845	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46418_length_1478_cov_2.881940	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46419_length_1478_cov_2.737175	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46426_length_1478_cov_2.182713	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46458_length_1477_cov_2.390295	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46482_length_1476_cov_3.278677	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46485_length_1476_cov_2.986629	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46520_length_1475_cov_2.726761	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46554_length_1474_cov_3.705426	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46623_length_1472_cov_3.081863	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46628_length_1472_cov_2.816514	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46658_length_1471_cov_3.603814	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46680_length_1470_cov_5.310954	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46688_length_1470_cov_3.793640	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46700_length_1470_cov_2.722261	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46701_length_1470_cov_2.244523	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46724_length_1469_cov_3.760962	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46761_length_1468_cov_2.936306	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46771_length_1468_cov_1.797594	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46794_length_1467_cov_3.133144	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46810_length_1467_cov_2.143059	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46839_length_1466_cov_2.161588	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46857_length_1465_cov_4.207801	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46862_length_1465_cov_3.553901	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46902_length_1464_cov_3.282470	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46947_length_1463_cov_2.756392	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46950_length_1463_cov_2.551136	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46953_length_1463_cov_2.149858	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46972_length_1462_cov_3.469083	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46978_length_1462_cov_3.104478	SPAdes-MaxBin2Refined-S15.065_sub
NODE_46982_length_1462_cov_2.779673	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47025_length_1461_cov_1.960171	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47094_length_1458_cov_4.468282	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47106_length_1458_cov_3.037063	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47127_length_1457_cov_3.296719	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47146_length_1456_cov_3.950036	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47148_length_1456_cov_3.643826	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47167_length_1456_cov_2.295503	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47188_length_1455_cov_3.354286	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47189_length_1455_cov_3.176429	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47198_length_1455_cov_2.276429	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47205_length_1454_cov_6.624017	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47212_length_1454_cov_4.155111	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47219_length_1454_cov_3.781272	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47220_length_1454_cov_3.651894	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47228_length_1454_cov_3.235883	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47229_length_1454_cov_3.202287	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47239_length_1454_cov_2.471766	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47279_length_1453_cov_2.620887	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47292_length_1452_cov_4.421618	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47299_length_1452_cov_3.453114	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47316_length_1452_cov_2.389406	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47325_length_1451_cov_4.715616	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47328_length_1451_cov_4.125358	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47332_length_1451_cov_3.207736	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47333_length_1451_cov_3.153295	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47334_length_1451_cov_3.153295	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47340_length_1451_cov_2.817335	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47402_length_1449_cov_2.663558	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47456_length_1447_cov_3.980603	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47460_length_1447_cov_3.561063	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47483_length_1446_cov_4.266715	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47501_length_1446_cov_2.499641	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47509_length_1446_cov_1.952552	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47528_length_1445_cov_3.833094	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47541_length_1445_cov_2.493525	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47559_length_1444_cov_3.284377	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47567_length_1444_cov_2.957523	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47593_length_1443_cov_3.496398	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47675_length_1441_cov_2.299423	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47695_length_1440_cov_3.800722	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47728_length_1439_cov_4.180636	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47731_length_1439_cov_3.587428	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47736_length_1439_cov_3.458815	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47750_length_1439_cov_2.650289	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47754_length_1439_cov_1.910405	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47770_length_1438_cov_4.198120	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47783_length_1438_cov_2.540853	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47808_length_1437_cov_3.858177	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47826_length_1437_cov_2.552098	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47843_length_1436_cov_4.110789	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47847_length_1436_cov_3.397538	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47860_length_1436_cov_2.414193	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47882_length_1435_cov_3.736957	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47930_length_1434_cov_3.071791	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47935_length_1434_cov_2.918057	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47943_length_1434_cov_2.565627	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47955_length_1433_cov_4.642235	SPAdes-MaxBin2Refined-S15.065_sub
NODE_47967_length_1433_cov_3.230044	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48047_length_1431_cov_3.098110	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48050_length_1431_cov_2.965116	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48070_length_1430_cov_4.016000	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48078_length_1430_cov_3.282909	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48090_length_1430_cov_2.606545	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48144_length_1428_cov_3.579024	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48145_length_1428_cov_3.560816	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48149_length_1428_cov_3.188638	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48150_length_1428_cov_3.143481	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48190_length_1427_cov_2.548834	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48208_length_1426_cov_4.592268	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48230_length_1426_cov_2.912473	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48235_length_1426_cov_2.256018	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48246_length_1425_cov_4.277372	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48256_length_1425_cov_3.294161	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48272_length_1425_cov_2.343066	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48274_length_1425_cov_2.189781	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48287_length_1424_cov_3.837107	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48302_length_1424_cov_2.932798	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48337_length_1423_cov_2.350877	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48360_length_1422_cov_3.550110	SPAdes-MaxBin2Refined-S15.065_sub
NODE_48372_length_1422_cov_2.938552	SPAdes-MaxBin2Refined-S15.065_sub
